material,materialid,maintenance
Metallförpackningar,3,2022-08-18T12:38:30
Pappersförpackningar,5,2022-10-28T08:01:46
Tidningar,13,2022-09-13T11:18:55
Plastförpackningar,16,2022-10-26T11:12:13
Ofärgade glasförpackningar,18,2022-09-06T19:25:14
Färgade glasförpackningar,19,2022-09-06T19:25:14
Pappersförpackningar,5,2022-11-11T11:52:38
Plastförpackningar,16,2022-11-23T09:44:57
Pappersförpackningar,5,2022-11-25T10:11:35
Metallförpackningar,3,2022-12-01T15:37:40
Ofärgade glasförpackningar,18,2022-12-06T10:40:33
Färgade glasförpackningar,19,2022-12-06T10:40:33
Plastförpackningar,16,2022-12-21T09:19:03
Plastförpackningar,16,2023-01-18T10:02:25
Pappersförpackningar,5,2023-01-20T10:19:44
Pappersförpackningar,5,2023-02-03T10:09:38
Plastförpackningar,16,2023-02-15T08:07:16
Ofärgade glasförpackningar,18,2023-02-16T09:23:52
Färgade glasförpackningar,19,2023-02-16T09:23:52
Pappersförpackningar,5,2023-02-17T12:21:10
Pappersförpackningar,5,2023-03-03T09:14:37
Plastförpackningar,16,2023-03-15T08:48:19
Metallförpackningar,3,2023-03-16T11:50:43
Pappersförpackningar,5,2023-03-17T13:39:34
Pappersförpackningar,5,2023-04-14T13:10:45
Ofärgade glasförpackningar,18,2023-04-18T09:18:37
Färgade glasförpackningar,19,2023-04-18T09:18:37
Plastförpackningar,16,2023-05-10T10:05:15
Pappersförpackningar,5,2023-05-12T11:52:59
Pappersförpackningar,5,2023-05-26T10:18:01
Plastförpackningar,16,2023-06-07T09:00:45
Pappersförpackningar,5,2023-06-09T12:21:19
Plastförpackningar,16,2023-07-05T13:13:49
Ofärgade glasförpackningar,18,2023-07-06T10:21:53
Färgade glasförpackningar,19,2023-07-06T10:21:53
Pappersförpackningar,5,2023-07-07T12:29:24
Pappersförpackningar,5,2023-07-21T11:25:59
Plastförpackningar,16,2023-08-02T09:15:06
Pappersförpackningar,5,2023-08-04T08:19:21
Ofärgade glasförpackningar,18,2023-08-15T07:37:15
Färgade glasförpackningar,19,2023-08-15T07:37:15
Pappersförpackningar,5,2023-08-18T09:41:23
Plastförpackningar,16,2023-08-30T10:33:11
Pappersförpackningar,5,2023-09-01T10:29:27
Plastförpackningar,16,2023-09-27T10:39:21
Pappersförpackningar,5,2023-09-29T09:30:56
Metallförpackningar,3,2023-10-12T09:35:10
Pappersförpackningar,5,2023-10-13T11:15:10
Plastförpackningar,16,2023-10-25T10:58:58
Pappersförpackningar,5,2023-10-27T12:44:16
Pappersförpackningar,5,2023-11-10T11:08:23
Plastförpackningar,16,2023-11-22T09:52:06
Pappersförpackningar,5,2023-12-08T11:57:41
Plastförpackningar,16,2023-12-20T10:06:42
