material,materialid,maintenance
Städning,0,2022-10-27T08:24:57
Metallförpackningar,3,2022-10-24T07:28:40
Pappersförpackningar,5,2022-11-01T13:31:34
Tidningar,13,2022-10-24T09:18:45
Plastförpackningar,16,2022-10-26T14:10:44
Ofärgade glasförpackningar,18,2022-10-20T07:05:47
Färgade glasförpackningar,19,2022-10-20T07:05:47
Plastförpackningar,16,2022-11-02T13:35:17
Städning,0,2022-11-03T07:34:51
Pappersförpackningar,5,2022-11-04T12:06:16
Pappersförpackningar,5,2022-11-08T13:25:39
Plastförpackningar,16,2022-11-09T13:51:30
Städning,0,2022-11-10T08:35:55
Pappersförpackningar,5,2022-11-11T06:06:05
Pappersförpackningar,5,2022-11-15T07:21:42
Plastförpackningar,16,2022-11-16T18:59:16
Städning,0,2022-11-17T09:09:53
Ofärgade glasförpackningar,18,2022-11-17T07:39:53
Färgade glasförpackningar,19,2022-11-17T07:39:53
Pappersförpackningar,5,2022-11-18T13:20:46
Metallförpackningar,3,2022-11-21T06:43:32
Pappersförpackningar,5,2022-11-22T11:50:22
Tidningar,13,2022-11-23T08:18:38
Plastförpackningar,16,2022-11-23T14:04:21
Städning,0,2022-11-24T06:25:50
Pappersförpackningar,5,2022-11-25T06:19:04
Pappersförpackningar,5,2022-11-29T13:35:41
Städning,0,2022-12-08T06:30:08
Pappersförpackningar,5,2022-12-13T15:16:32
Plastförpackningar,16,2022-12-07T13:42:46
Städning,0,2022-12-29T08:40:35
Metallförpackningar,3,2022-12-19T07:25:32
Pappersförpackningar,5,2023-01-03T14:02:54
Tidningar,13,2023-01-02T08:36:23
Plastförpackningar,16,2022-12-21T15:07:09
Ofärgade glasförpackningar,18,2022-12-15T14:13:11
Färgade glasförpackningar,19,2022-12-15T14:13:11
Städning,0,2023-01-12T08:58:47
Pappersförpackningar,5,2023-01-13T13:10:31
Plastförpackningar,16,2023-01-11T08:30:07
Ofärgade glasförpackningar,18,2023-01-12T17:11:31
Färgade glasförpackningar,19,2023-01-12T17:11:31
Metallförpackningar,3,2023-01-16T07:32:28
Pappersförpackningar,5,2023-01-17T13:57:25
Plastförpackningar,16,2023-01-18T15:39:22
