material,materialid,maintenance
Städning,0,2022-10-31T06:19:18
Metallförpackningar,3,2022-10-06T13:13:33
Pappersförpackningar,5,2022-10-31T14:56:28
Tidningar,13,2022-10-17T17:35:39
Plastförpackningar,16,2022-11-01T14:00:52
Ofärgade glasförpackningar,18,2022-10-03T15:00:57
Färgade glasförpackningar,19,2022-10-03T15:00:57
Städning,0,2022-11-02T06:11:21
Pappersförpackningar,5,2022-11-02T10:56:00
Städning,0,2022-11-03T06:37:39
Metallförpackningar,3,2022-11-03T21:03:29
Pappersförpackningar,5,2022-11-04T17:12:24
Städning,0,2022-11-05T03:27:41
Pappersförpackningar,5,2022-11-06T15:06:45
Städning,0,2022-11-07T06:17:54
Pappersförpackningar,5,2022-11-07T16:49:08
Plastförpackningar,16,2022-11-08T14:25:03
Städning,0,2022-11-09T06:11:32
Städning,0,2022-11-10T06:40:54
Pappersförpackningar,5,2022-11-11T17:28:10
Städning,0,2022-11-12T19:08:51
Pappersförpackningar,5,2022-11-13T18:25:25
Städning,0,2022-11-14T06:15:42
Pappersförpackningar,5,2022-11-14T17:36:22
Tidningar,13,2022-11-14T13:09:39
Plastförpackningar,16,2022-11-15T13:52:37
Städning,0,2022-11-16T06:14:37
Städning,0,2022-11-17T06:48:26
Pappersförpackningar,5,2022-11-18T16:40:22
Städning,0,2022-11-20T00:26:40
Pappersförpackningar,5,2022-11-20T15:07:06
Städning,0,2022-11-21T06:09:30
Pappersförpackningar,5,2022-11-21T14:08:45
Städning,0,2022-11-23T06:27:21
Plastförpackningar,16,2022-11-22T18:23:05
Ofärgade glasförpackningar,18,2022-11-23T10:47:00
Färgade glasförpackningar,19,2022-11-23T10:47:00
Städning,0,2022-11-24T06:36:12
Pappersförpackningar,5,2022-11-25T17:28:20
Städning,0,2022-11-26T11:02:07
Pappersförpackningar,5,2022-11-27T13:49:34
Städning,0,2022-11-28T06:24:25
Pappersförpackningar,5,2022-11-28T19:51:05
Plastförpackningar,16,2022-11-29T14:55:43
Städning,0,2022-12-12T06:17:18
Pappersförpackningar,5,2022-12-12T20:42:30
Plastförpackningar,16,2022-12-07T18:07:31
Städning,0,2023-01-02T06:25:56
Metallförpackningar,3,2022-12-29T21:45:42
Pappersförpackningar,5,2023-01-02T10:46:09
Tidningar,13,2022-12-26T17:00:50
Plastförpackningar,16,2022-12-27T17:28:30
Städning,0,2023-01-14T04:38:14
Pappersförpackningar,5,2023-01-13T17:51:28
Plastförpackningar,16,2023-01-12T11:02:15
Pappersförpackningar,5,2023-01-15T19:03:56
Städning,0,2023-01-16T06:38:39
Pappersförpackningar,5,2023-01-16T10:41:32
Plastförpackningar,16,2023-01-17T08:45:35
Städning,0,2023-01-18T06:09:20
Städning,0,2023-01-19T06:57:43
Pappersförpackningar,5,2023-01-20T15:49:15
Ofärgade glasförpackningar,18,2023-01-20T13:36:15
Färgade glasförpackningar,19,2023-01-20T13:36:15
Städning,0,2023-01-21T08:08:04
Pappersförpackningar,5,2023-01-22T09:17:20
Städning,0,2023-01-23T06:13:47
Pappersförpackningar,5,2023-01-23T11:14:25
Plastförpackningar,16,2023-01-24T16:02:00
Städning,0,2023-01-25T06:18:36
Städning,0,2023-01-26T06:47:33
Metallförpackningar,3,2023-01-26T16:30:16
Pappersförpackningar,5,2023-01-27T15:01:11
Städning,0,2023-01-28T04:50:26
Pappersförpackningar,5,2023-01-29T18:41:57
Städning,0,2023-01-30T06:22:55
Pappersförpackningar,5,2023-01-30T13:28:33
Plastförpackningar,16,2023-01-31T15:51:47
Städning,0,2023-02-01T06:10:12
Städning,0,2023-02-02T07:00:59
Pappersförpackningar,5,2023-02-03T19:16:15
