material,materialid,maintenance
Städning,0,2022-10-30T09:42:45
Metallförpackningar,3,2022-10-27T14:34:10
Pappersförpackningar,5,2022-10-30T17:17:05
Plastförpackningar,16,2022-10-30T17:17:05
Ofärgade glasförpackningar,18,2022-10-06T16:03:30
Färgade glasförpackningar,19,2022-10-06T16:03:30
Städning,0,2022-11-02T09:31:36
Pappersförpackningar,5,2022-11-02T16:27:05
Ofärgade glasförpackningar,18,2022-11-03T13:26:24
Färgade glasförpackningar,19,2022-11-03T13:26:24
Pappersförpackningar,5,2022-11-04T13:48:03
Plastförpackningar,16,2022-11-04T13:48:03
Städning,0,2022-11-06T07:15:00
Pappersförpackningar,5,2022-11-06T18:00:26
Plastförpackningar,16,2022-11-06T18:00:26
Städning,0,2022-11-09T06:59:12
Pappersförpackningar,5,2022-11-09T15:04:18
Städning,0,2022-11-11T05:51:35
Pappersförpackningar,5,2022-11-11T11:46:05
Plastförpackningar,16,2022-11-11T11:46:05
Städning,0,2022-11-13T09:47:30
Pappersförpackningar,5,2022-11-14T12:52:12
Plastförpackningar,16,2022-11-14T12:52:12
Ofärgade glasförpackningar,18,2022-11-14T12:52:12
Färgade glasförpackningar,19,2022-11-14T12:52:12
Städning,0,2022-11-16T06:58:50
Pappersförpackningar,5,2022-11-16T17:04:17
Städning,0,2022-11-18T04:53:01
Pappersförpackningar,5,2022-11-18T12:24:11
Plastförpackningar,16,2022-11-18T12:24:11
Städning,0,2022-11-20T08:17:41
Pappersförpackningar,5,2022-11-21T18:27:17
Plastförpackningar,16,2022-11-21T18:27:17
Städning,0,2022-11-23T06:58:34
Pappersförpackningar,5,2022-11-23T17:38:22
Städning,0,2022-11-25T05:49:56
Pappersförpackningar,5,2022-11-25T12:41:09
Plastförpackningar,16,2022-11-25T12:41:09
Städning,0,2022-11-27T11:25:19
Pappersförpackningar,5,2022-11-28T12:24:54
Plastförpackningar,16,2022-11-28T12:24:54
Ofärgade glasförpackningar,18,2022-11-28T12:24:54
Färgade glasförpackningar,19,2022-11-28T12:24:54
Städning,0,2022-12-11T09:55:10
Pappersförpackningar,5,2022-12-11T09:38:23
Plastförpackningar,16,2022-12-11T09:38:23
Ofärgade glasförpackningar,18,2022-12-12T17:47:56
Färgade glasförpackningar,19,2022-12-12T17:47:56
Städning,0,2023-01-01T12:20:37
Pappersförpackningar,5,2023-01-02T17:36:06
Plastförpackningar,16,2023-01-02T17:36:06
Ofärgade glasförpackningar,18,2022-12-26T19:26:54
Färgade glasförpackningar,19,2022-12-26T19:26:54
Städning,0,2023-01-13T08:53:17
Metallförpackningar,3,2023-01-05T20:44:02
Pappersförpackningar,5,2023-01-13T07:27:02
Plastförpackningar,16,2023-01-13T07:27:02
Färgade glasförpackningar,19,2023-01-05T20:44:02
Städning,0,2023-01-15T11:03:02
Pappersförpackningar,5,2023-01-16T19:22:24
Plastförpackningar,16,2023-01-16T19:22:24
Städning,0,2023-01-18T12:08:00
Pappersförpackningar,5,2023-01-18T16:56:39
Städning,0,2023-01-20T06:49:01
Pappersförpackningar,5,2023-01-20T15:14:17
Plastförpackningar,16,2023-01-20T15:14:17
Städning,0,2023-01-22T12:38:45
Pappersförpackningar,5,2023-01-22T17:47:00
Plastförpackningar,16,2023-01-22T17:47:00
Städning,0,2023-01-25T11:34:10
Pappersförpackningar,5,2023-01-25T18:59:15
Ofärgade glasförpackningar,18,2023-01-26T17:45:01
Färgade glasförpackningar,19,2023-01-26T17:45:01
Städning,0,2023-01-27T06:33:59
Pappersförpackningar,5,2023-01-27T15:07:39
Plastförpackningar,16,2023-01-27T15:07:39
Städning,0,2023-01-29T11:10:16
Pappersförpackningar,5,2023-01-30T06:05:47
Plastförpackningar,16,2023-01-30T06:05:47
Städning,0,2023-02-01T12:07:51
Pappersförpackningar,5,2023-02-01T17:41:18
Städning,0,2023-02-03T05:27:43
Pappersförpackningar,5,2023-02-03T13:42:20
Plastförpackningar,16,2023-02-03T13:42:20
Städning,0,2023-02-05T12:31:54
Pappersförpackningar,5,2023-02-05T10:41:26
Plastförpackningar,16,2023-02-05T10:41:26
Städning,0,2023-02-08T09:37:24
Pappersförpackningar,5,2023-02-08T16:24:06
Ofärgade glasförpackningar,18,2023-02-08T21:12:04
Färgade glasförpackningar,19,2023-02-08T21:12:04
Pappersförpackningar,5,2023-02-10T13:51:35
Plastförpackningar,16,2023-02-10T13:51:35
Städning,0,2023-02-12T10:06:23
