material,materialid,maintenance
Städning,0,2022-10-31T11:17:26
Metallförpackningar,3,2022-10-19T06:50:57
Pappersförpackningar,5,2022-11-01T17:37:06
Tidningar,13,2022-10-26T16:09:20
Plastförpackningar,16,2022-10-26T16:35:08
Ofärgade glasförpackningar,18,2022-09-20T07:10:59
Färgade glasförpackningar,19,2022-09-20T07:10:59
Metallförpackningar,3,2022-11-02T07:59:05
Plastförpackningar,16,2022-11-02T18:49:03
Ofärgade glasförpackningar,18,2022-11-02T15:28:15
Färgade glasförpackningar,19,2022-11-02T15:28:15
Städning,0,2022-11-07T10:30:50
Pappersförpackningar,5,2022-11-08T19:48:18
Pappersförpackningar,5,2022-11-09T16:46:29
Tidningar,13,2022-11-09T14:43:08
Plastförpackningar,16,2022-11-09T16:45:26
Städning,0,2022-11-14T11:27:50
Pappersförpackningar,5,2022-11-15T16:33:52
Metallförpackningar,3,2022-11-16T11:34:15
Plastförpackningar,16,2022-11-16T18:25:42
Städning,0,2022-11-21T10:28:25
Tidningar,13,2022-11-23T15:35:32
Plastförpackningar,16,2022-11-23T17:51:24
Städning,0,2022-11-28T10:48:20
Pappersförpackningar,5,2022-11-29T17:26:14
Städning,0,2022-12-12T13:15:38
Metallförpackningar,3,2022-11-30T09:14:17
Pappersförpackningar,5,2022-12-13T17:01:54
Plastförpackningar,16,2022-12-07T18:16:20
Ofärgade glasförpackningar,18,2022-12-05T09:13:13
Färgade glasförpackningar,19,2022-12-05T09:13:13
Städning,0,2023-01-02T12:49:14
Metallförpackningar,3,2022-12-28T09:38:55
Pappersförpackningar,5,2022-12-27T21:03:19
Tidningar,13,2022-12-21T15:25:17
Plastförpackningar,16,2022-12-28T18:45:58
Städning,0,2023-01-09T12:51:29
Metallförpackningar,3,2023-01-11T10:40:40
Pappersförpackningar,5,2023-01-10T16:36:15
Tidningar,13,2023-01-04T16:37:10
Plastförpackningar,16,2023-01-11T17:03:34
Städning,0,2023-01-16T12:46:24
Pappersförpackningar,5,2023-01-17T17:30:33
Ofärgade glasförpackningar,18,2023-01-17T10:50:32
Färgade glasförpackningar,19,2023-01-17T10:50:32
Tidningar,13,2023-01-18T14:52:02
Plastförpackningar,16,2023-01-18T15:55:46
Städning,0,2023-01-23T09:32:37
Pappersförpackningar,5,2023-01-24T16:43:06
