material,materialid,maintenance
Städning,0,2022-10-31T15:20:34
Metallförpackningar,3,2022-10-19T09:55:13
Pappersförpackningar,5,2022-10-31T08:17:40
Tidningar,13,2022-10-26T14:39:59
Plastförpackningar,16,2022-10-31T08:51:47
Ofärgade glasförpackningar,18,2022-10-21T06:53:07
Färgade glasförpackningar,19,2022-10-21T06:53:07
Städning,0,2022-11-02T11:22:56
Pappersförpackningar,5,2022-11-02T08:29:12
Plastförpackningar,16,2022-11-03T08:15:48
Städning,0,2022-11-04T13:20:14
Pappersförpackningar,5,2022-11-04T09:06:45
Ofärgade glasförpackningar,18,2022-11-04T07:04:56
Färgade glasförpackningar,19,2022-11-04T07:04:56
Städning,0,2022-11-07T15:33:20
Pappersförpackningar,5,2022-11-07T08:13:47
Plastförpackningar,16,2022-11-07T09:02:58
Städning,0,2022-11-09T11:30:06
Metallförpackningar,3,2022-11-09T09:36:03
Pappersförpackningar,5,2022-11-09T08:06:27
Tidningar,13,2022-11-09T13:22:15
Plastförpackningar,16,2022-11-10T08:57:55
Städning,0,2022-11-11T12:12:27
Pappersförpackningar,5,2022-11-11T12:19:10
Städning,0,2022-11-14T14:53:37
Pappersförpackningar,5,2022-11-14T08:21:16
Plastförpackningar,16,2022-11-14T11:40:06
Städning,0,2022-11-16T11:42:57
Pappersförpackningar,5,2022-11-16T08:13:49
Plastförpackningar,16,2022-11-17T09:29:17
Ofärgade glasförpackningar,18,2022-11-17T17:57:25
Färgade glasförpackningar,19,2022-11-17T17:57:25
Städning,0,2022-11-18T12:33:26
Pappersförpackningar,5,2022-11-18T09:05:51
Städning,0,2022-11-21T14:28:14
Pappersförpackningar,5,2022-11-21T09:37:54
Plastförpackningar,16,2022-11-21T09:10:16
Städning,0,2022-11-23T09:02:24
Pappersförpackningar,5,2022-11-23T08:10:03
Plastförpackningar,16,2022-11-24T09:09:01
Städning,0,2022-11-25T10:47:53
Pappersförpackningar,5,2022-11-25T12:21:40
Tidningar,13,2022-11-25T09:10:59
Städning,0,2022-11-28T14:10:35
Pappersförpackningar,5,2022-11-28T08:19:13
Plastförpackningar,16,2022-11-28T09:18:32
Städning,0,2022-12-12T16:05:59
Metallförpackningar,3,2022-11-30T12:19:56
Pappersförpackningar,5,2022-12-12T13:22:48
Tidningar,13,2022-12-06T13:50:27
Plastförpackningar,16,2022-12-12T10:29:42
Ofärgade glasförpackningar,18,2022-12-02T06:28:03
Färgade glasförpackningar,19,2022-12-02T06:28:03
Städning,0,2023-01-02T14:58:30
Metallförpackningar,3,2022-12-21T09:23:58
Pappersförpackningar,5,2023-01-02T08:38:17
Tidningar,13,2023-01-03T09:48:32
Plastförpackningar,16,2023-01-02T08:15:46
Ofärgade glasförpackningar,18,2022-12-30T06:52:59
Färgade glasförpackningar,19,2022-12-30T06:52:59
Städning,0,2023-01-13T12:31:41
Metallförpackningar,3,2023-01-11T09:39:53
Pappersförpackningar,5,2023-01-13T09:44:13
Tidningar,13,2023-01-13T10:12:31
Plastförpackningar,16,2023-01-12T09:46:23
Ofärgade glasförpackningar,18,2023-01-13T07:15:32
Färgade glasförpackningar,19,2023-01-13T07:15:32
Städning,0,2023-01-16T17:23:37
Pappersförpackningar,5,2023-01-16T09:59:48
Plastförpackningar,16,2023-01-16T09:13:00
Städning,0,2023-01-18T11:27:43
Pappersförpackningar,5,2023-01-18T08:47:35
Städning,0,2023-01-20T11:34:07
Pappersförpackningar,5,2023-01-20T13:08:53
Städning,0,2023-01-23T14:13:13
Plastförpackningar,16,2023-01-23T09:01:28
Städning,0,2023-01-25T10:26:18
Pappersförpackningar,5,2023-01-25T09:16:48
Plastförpackningar,16,2023-01-26T08:48:33
Städning,0,2023-01-27T11:00:55
Pappersförpackningar,5,2023-01-27T13:39:47
Tidningar,13,2023-01-27T10:12:53
Ofärgade glasförpackningar,18,2023-01-27T06:59:04
Färgade glasförpackningar,19,2023-01-27T06:59:04
Städning,0,2023-01-30T15:47:34
Plastförpackningar,16,2023-01-30T09:00:42
Städning,0,2023-02-01T09:55:50
Metallförpackningar,3,2023-02-01T12:13:54
Pappersförpackningar,5,2023-02-01T07:43:48
Plastförpackningar,16,2023-02-02T09:54:59
Städning,0,2023-02-03T07:05:24
Pappersförpackningar,5,2023-02-03T12:13:20
Städning,0,2023-02-06T16:07:09
Pappersförpackningar,5,2023-02-06T09:32:25
Plastförpackningar,16,2023-02-06T09:05:53
Städning,0,2023-02-08T12:16:10
Pappersförpackningar,5,2023-02-08T08:24:40
Tidningar,13,2023-02-08T13:28:41
Städning,0,2023-02-10T09:29:49
Pappersförpackningar,5,2023-02-10T09:21:09
Plastförpackningar,16,2023-02-10T08:51:32
Ofärgade glasförpackningar,18,2023-02-10T07:25:12
Färgade glasförpackningar,19,2023-02-10T07:25:12
Städning,0,2023-02-13T14:37:20
Pappersförpackningar,5,2023-02-13T08:30:49
Plastförpackningar,16,2023-02-13T08:54:30
Städning,0,2023-02-15T10:00:32
Pappersförpackningar,5,2023-02-15T12:16:29
Tidningar,13,2023-02-16T14:25:36
Plastförpackningar,16,2023-02-16T09:04:07
Städning,0,2023-02-17T14:28:24
Pappersförpackningar,5,2023-02-17T09:17:28
Pappersförpackningar,5,2023-02-20T08:47:46
Plastförpackningar,16,2023-02-20T09:04:38
Städning,0,2023-02-22T14:20:06
Metallförpackningar,3,2023-02-22T12:56:12
Pappersförpackningar,5,2023-02-22T08:09:59
Tidningar,13,2023-02-22T10:23:50
Plastförpackningar,16,2023-02-23T08:57:35
Ofärgade glasförpackningar,18,2023-02-24T06:55:49
Färgade glasförpackningar,19,2023-02-24T06:55:49
Städning,0,2023-02-27T06:28:58
Pappersförpackningar,5,2023-02-27T08:54:48
Plastförpackningar,16,2023-02-27T08:56:53
Städning,0,2023-03-01T12:17:39
Pappersförpackningar,5,2023-03-01T08:03:05
Plastförpackningar,16,2023-03-02T08:36:20
Städning,0,2023-03-03T15:04:29
Pappersförpackningar,5,2023-03-03T07:46:23
Städning,0,2023-03-06T15:40:12
Pappersförpackningar,5,2023-03-06T09:26:23
