material,materialid,maintenance
Städning,0,2022-10-31T12:32:53
Metallförpackningar,3,2022-11-01T11:25:14
Pappersförpackningar,5,2022-10-21T12:21:42
Tidningar,13,2022-10-19T17:47:27
Plastförpackningar,16,2022-11-01T08:07:11
Ofärgade glasförpackningar,18,2022-11-01T07:57:47
Färgade glasförpackningar,19,2022-11-01T07:57:47
Städning,0,2022-11-02T06:19:39
Pappersförpackningar,5,2022-11-02T17:35:28
Städning,0,2022-11-04T07:51:12
Pappersförpackningar,5,2022-11-04T12:55:00
Städning,0,2022-11-07T10:12:41
Pappersförpackningar,5,2022-11-07T14:33:43
