material,materialid,maintenance
Metallförpackningar,3,2022-09-08T10:39:07
Pappersförpackningar,5,2022-11-01T07:23:54
Tidningar,13,2022-09-22T08:46:56
Plastförpackningar,16,2022-10-19T10:35:52
Ofärgade glasförpackningar,18,2022-10-05T11:40:55
Färgade glasförpackningar,19,2022-10-05T11:40:55
Plastförpackningar,16,2022-11-09T09:46:39
Pappersförpackningar,5,2022-11-15T11:42:10
Ofärgade glasförpackningar,18,2022-11-15T16:30:17
Färgade glasförpackningar,19,2022-11-15T16:30:17
Plastförpackningar,16,2022-11-16T08:52:47
Tidningar,13,2022-11-17T16:56:35
Pappersförpackningar,5,2022-11-29T11:19:55
Metallförpackningar,3,2022-12-01T15:14:12
Pappersförpackningar,5,2023-01-03T10:32:12
Plastförpackningar,16,2022-12-14T09:56:16
Ofärgade glasförpackningar,18,2022-12-29T11:27:45
Färgade glasförpackningar,19,2022-12-29T11:27:45
Pappersförpackningar,5,2023-01-10T10:47:13
Plastförpackningar,16,2023-01-11T11:40:46
Pappersförpackningar,5,2023-01-24T11:25:54
Plastförpackningar,16,2023-01-25T10:24:43
Pappersförpackningar,5,2023-02-07T08:19:55
Plastförpackningar,16,2023-02-08T12:59:15
Ofärgade glasförpackningar,18,2023-02-08T12:08:25
Färgade glasförpackningar,19,2023-02-08T12:08:25
Pappersförpackningar,5,2023-02-21T11:32:11
Metallförpackningar,3,2023-02-23T10:32:13
Plastförpackningar,16,2023-02-23T07:18:33
Pappersförpackningar,5,2023-03-07T09:39:00
Plastförpackningar,16,2023-03-08T08:12:21
Ofärgade glasförpackningar,18,2023-03-08T10:28:36
Färgade glasförpackningar,19,2023-03-08T10:28:36
Pappersförpackningar,5,2023-03-21T10:38:00
Plastförpackningar,16,2023-03-22T12:20:30
Pappersförpackningar,5,2023-04-04T10:39:21
Plastförpackningar,16,2023-04-05T09:57:57
Pappersförpackningar,5,2023-04-18T10:20:50
Plastförpackningar,16,2023-04-19T10:24:30
Ofärgade glasförpackningar,18,2023-04-25T08:47:50
Färgade glasförpackningar,19,2023-04-25T08:47:50
Pappersförpackningar,5,2023-05-02T10:35:26
Plastförpackningar,16,2023-05-03T10:14:27
Pappersförpackningar,5,2023-05-16T10:01:33
Plastförpackningar,16,2023-05-17T12:04:35
Metallförpackningar,3,2023-05-23T14:13:37
Pappersförpackningar,5,2023-05-30T11:13:40
Ofärgade glasförpackningar,18,2023-05-30T12:33:39
Färgade glasförpackningar,19,2023-05-30T12:33:39
Plastförpackningar,16,2023-05-31T10:25:18
Pappersförpackningar,5,2023-06-13T10:41:34
Plastförpackningar,16,2023-06-14T09:41:49
Pappersförpackningar,5,2023-06-27T10:46:14
Plastförpackningar,16,2023-06-28T08:52:42
Pappersförpackningar,5,2023-06-29T13:27:57
Pappersförpackningar,5,2023-07-04T11:36:39
Pappersförpackningar,5,2023-07-11T09:57:31
Plastförpackningar,16,2023-07-12T10:19:47
Pappersförpackningar,5,2023-07-18T09:32:17
Pappersförpackningar,5,2023-07-25T09:41:43
Pappersförpackningar,5,2023-08-01T10:50:51
Plastförpackningar,16,2023-08-02T09:57:52
Pappersförpackningar,5,2023-08-08T10:36:42
Plastförpackningar,16,2023-08-09T12:08:23
Ofärgade glasförpackningar,18,2023-08-09T09:20:56
Färgade glasförpackningar,19,2023-08-09T09:20:56
Metallförpackningar,3,2023-08-10T13:34:04
Pappersförpackningar,5,2023-08-22T10:00:19
Plastförpackningar,16,2023-08-23T10:01:20
Pappersförpackningar,5,2023-09-05T10:38:47
Plastförpackningar,16,2023-09-06T06:33:49
Pappersförpackningar,5,2023-09-19T10:43:40
