material,materialid,maintenance
Städning,0,2022-11-01T09:37:33
Metallförpackningar,3,2022-10-24T09:42:25
Pappersförpackningar,5,2022-10-28T10:05:58
Tidningar,13,2022-10-27T14:19:25
Plastförpackningar,16,2022-10-31T14:08:15
Ofärgade glasförpackningar,18,2022-10-20T13:57:15
Färgade glasförpackningar,19,2022-10-20T13:57:15
Pappersförpackningar,5,2022-11-01T20:29:40
Städning,0,2022-11-03T08:08:14
Plastförpackningar,16,2022-11-03T10:34:55
Pappersförpackningar,5,2022-11-04T13:40:07
Plastförpackningar,16,2022-11-07T13:38:44
Städning,0,2022-11-08T07:57:42
Pappersförpackningar,5,2022-11-08T18:50:07
Städning,0,2022-11-10T09:04:32
Plastförpackningar,16,2022-11-10T13:56:40
Pappersförpackningar,5,2022-11-11T07:17:40
Plastförpackningar,16,2022-11-14T15:34:35
Städning,0,2022-11-15T08:13:27
Pappersförpackningar,5,2022-11-15T15:44:52
Städning,0,2022-11-17T09:38:20
Plastförpackningar,16,2022-11-17T13:08:49
Ofärgade glasförpackningar,18,2022-11-17T14:56:56
Färgade glasförpackningar,19,2022-11-17T14:56:56
Pappersförpackningar,5,2022-11-18T15:22:04
Metallförpackningar,3,2022-11-21T10:55:40
Plastförpackningar,16,2022-11-21T13:00:57
Städning,0,2022-11-22T06:55:00
Pappersförpackningar,5,2022-11-22T17:46:43
Tidningar,13,2022-11-23T14:11:30
Städning,0,2022-11-24T07:06:20
Plastförpackningar,16,2022-11-24T11:46:55
Pappersförpackningar,5,2022-11-25T07:30:05
Plastförpackningar,16,2022-11-28T14:57:13
Städning,0,2022-11-29T06:53:06
Pappersförpackningar,5,2022-11-29T20:45:13
Städning,0,2022-12-13T07:56:43
Pappersförpackningar,5,2022-12-13T07:57:20
Plastförpackningar,16,2022-12-12T14:24:08
Städning,0,2023-01-03T08:03:33
Metallförpackningar,3,2022-12-19T09:47:35
Pappersförpackningar,5,2023-01-01T14:57:02
Tidningar,13,2023-01-02T13:05:56
Plastförpackningar,16,2023-01-02T11:45:19
Ofärgade glasförpackningar,18,2022-12-15T15:20:09
Färgade glasförpackningar,19,2022-12-15T15:20:09
Städning,0,2023-01-12T09:25:24
Pappersförpackningar,5,2023-01-13T20:55:15
Plastförpackningar,16,2023-01-12T13:10:00
Ofärgade glasförpackningar,18,2023-01-12T07:19:03
Färgade glasförpackningar,19,2023-01-12T07:19:03
Metallförpackningar,3,2023-01-16T09:26:13
Plastförpackningar,16,2023-01-16T12:39:53
Städning,0,2023-01-17T08:06:51
Pappersförpackningar,5,2023-01-17T20:14:27
Städning,0,2023-01-19T08:32:01
Plastförpackningar,16,2023-01-19T13:41:18
