material,materialid,maintenance
Städning,0,2022-11-01T10:59:19
Metallförpackningar,3,2022-10-06T12:40:25
Pappersförpackningar,5,2022-10-28T11:17:24
Tidningar,13,2022-08-03T10:25:47
Plastförpackningar,16,2022-10-27T13:35:03
Ofärgade glasförpackningar,18,2022-07-17T19:06:53
Färgade glasförpackningar,19,2022-07-17T19:06:53
Pappersförpackningar,5,2022-11-04T11:12:50
Städning,0,2022-11-08T14:10:35
Tidningar,13,2022-11-08T19:09:14
Plastförpackningar,16,2022-11-10T13:31:26
Pappersförpackningar,5,2022-11-11T15:30:24
Städning,0,2022-11-15T13:49:09
Pappersförpackningar,5,2022-11-18T11:36:14
Ofärgade glasförpackningar,18,2022-11-18T11:42:16
Färgade glasförpackningar,19,2022-11-18T11:42:16
Städning,0,2022-11-22T11:41:07
Plastförpackningar,16,2022-11-24T14:19:36
Pappersförpackningar,5,2022-11-25T10:07:07
Städning,0,2022-11-29T10:13:30
Städning,0,2022-12-13T14:29:44
Pappersförpackningar,5,2022-12-09T11:02:53
Plastförpackningar,16,2022-12-08T12:56:32
Städning,0,2023-01-03T13:08:21
Metallförpackningar,3,2022-12-29T20:04:32
Pappersförpackningar,5,2022-12-30T12:38:40
Tidningar,13,2022-12-20T18:32:40
Plastförpackningar,16,2022-12-22T13:39:58
Städning,0,2023-01-10T12:06:29
Pappersförpackningar,5,2023-01-13T10:58:26
Plastförpackningar,16,2023-01-05T13:12:56
Städning,0,2023-01-17T14:37:37
Plastförpackningar,16,2023-01-19T12:48:07
Pappersförpackningar,5,2023-01-20T11:24:50
Städning,0,2023-01-24T13:06:13
Pappersförpackningar,5,2023-01-27T10:35:23
Tidningar,13,2023-01-30T17:29:07
Städning,0,2023-01-31T15:42:44
Plastförpackningar,16,2023-02-02T12:15:45
Pappersförpackningar,5,2023-02-03T12:02:09
Städning,0,2023-02-07T12:43:35
Ofärgade glasförpackningar,18,2023-02-07T13:21:09
Färgade glasförpackningar,19,2023-02-07T13:21:09
Pappersförpackningar,5,2023-02-10T11:23:09
Städning,0,2023-02-14T13:49:40
Plastförpackningar,16,2023-02-16T13:18:38
Pappersförpackningar,5,2023-02-17T11:31:35
Städning,0,2023-02-21T12:29:53
Pappersförpackningar,5,2023-02-24T14:40:09
Städning,0,2023-02-28T13:32:21
Plastförpackningar,16,2023-03-02T12:24:37
Pappersförpackningar,5,2023-03-03T13:00:28
Städning,0,2023-03-07T11:14:55
Pappersförpackningar,5,2023-03-10T12:43:51
Städning,0,2023-03-14T13:56:20
Plastförpackningar,16,2023-03-16T12:38:33
Pappersförpackningar,5,2023-03-17T10:38:53
Städning,0,2023-03-21T14:40:32
Pappersförpackningar,5,2023-03-24T10:59:49
Städning,0,2023-03-28T15:22:37
Plastförpackningar,16,2023-03-30T12:05:28
Städning,0,2023-04-04T19:03:01
Tidningar,13,2023-04-05T14:24:56
Pappersförpackningar,5,2023-04-07T11:08:31
Städning,0,2023-04-11T18:31:18
Plastförpackningar,16,2023-04-13T12:56:57
