material,materialid,maintenance
Städning,0,2022-10-31T13:33:36
Metallförpackningar,3,2022-10-20T09:45:41
Pappersförpackningar,5,2022-10-30T14:49:52
Tidningar,13,2022-10-26T12:00:08
Plastförpackningar,16,2022-10-27T13:17:36
Ofärgade glasförpackningar,18,2022-10-26T16:43:47
Färgade glasförpackningar,19,2022-10-26T16:43:47
Pappersförpackningar,5,2022-11-02T12:13:24
Städning,0,2022-11-03T13:43:45
Plastförpackningar,16,2022-11-03T12:04:18
Pappersförpackningar,5,2022-11-04T10:57:54
Pappersförpackningar,5,2022-11-06T15:57:47
Städning,0,2022-11-07T15:29:24
Pappersförpackningar,5,2022-11-09T14:08:01
Städning,0,2022-11-10T14:42:01
Plastförpackningar,16,2022-11-10T12:07:01
Pappersförpackningar,5,2022-11-11T11:52:23
Ofärgade glasförpackningar,18,2022-11-11T07:37:26
Färgade glasförpackningar,19,2022-11-11T07:37:26
Pappersförpackningar,5,2022-11-13T16:09:26
Städning,0,2022-11-14T12:47:39
Pappersförpackningar,5,2022-11-16T15:44:10
Plastförpackningar,16,2022-11-17T14:24:42
Pappersförpackningar,5,2022-11-18T13:04:44
Plastförpackningar,16,2022-11-19T14:37:15
Pappersförpackningar,5,2022-11-20T15:24:15
Städning,0,2022-11-21T12:32:06
Pappersförpackningar,5,2022-11-23T12:08:21
Tidningar,13,2022-11-22T12:54:48
Städning,0,2022-11-24T12:57:17
Plastförpackningar,16,2022-11-24T15:43:30
Pappersförpackningar,5,2022-11-25T12:55:41
Pappersförpackningar,5,2022-11-27T13:02:20
Städning,0,2022-11-28T15:39:19
Städning,0,2022-12-12T13:12:54
Metallförpackningar,3,2022-12-01T09:00:39
Pappersförpackningar,5,2022-12-11T17:01:02
Tidningar,13,2022-12-07T16:07:23
Plastförpackningar,16,2022-12-08T13:58:42
Ofärgade glasförpackningar,18,2022-12-03T10:58:49
Färgade glasförpackningar,19,2022-12-03T10:58:49
Städning,0,2023-01-02T13:40:39
Pappersförpackningar,5,2023-01-02T15:23:03
Tidningar,13,2023-01-03T14:52:09
Plastförpackningar,16,2022-12-29T11:36:42
Ofärgade glasförpackningar,18,2023-01-02T16:25:39
Färgade glasförpackningar,19,2023-01-02T16:25:39
Städning,0,2023-01-12T21:04:58
Metallförpackningar,3,2023-01-14T09:28:17
Pappersförpackningar,5,2023-01-13T13:46:59
Plastförpackningar,16,2023-01-12T15:55:05
Pappersförpackningar,5,2023-01-15T14:22:13
Städning,0,2023-01-16T16:04:09
Ofärgade glasförpackningar,18,2023-01-17T18:36:12
Färgade glasförpackningar,19,2023-01-17T18:36:12
Pappersförpackningar,5,2023-01-18T09:49:04
Städning,0,2023-01-19T12:30:00
Plastförpackningar,16,2023-01-19T14:20:15
Pappersförpackningar,5,2023-01-20T11:36:04
Pappersförpackningar,5,2023-01-22T13:48:50
Städning,0,2023-01-23T08:52:25
Pappersförpackningar,5,2023-01-25T12:32:16
Städning,0,2023-01-26T13:54:24
Plastförpackningar,16,2023-01-26T11:10:28
Pappersförpackningar,5,2023-01-27T13:19:09
Pappersförpackningar,5,2023-01-29T16:06:38
Städning,0,2023-01-30T07:58:37
Pappersförpackningar,5,2023-02-01T11:02:10
Ofärgade glasförpackningar,18,2023-02-01T17:26:47
Färgade glasförpackningar,19,2023-02-01T17:26:47
Städning,0,2023-02-02T13:46:18
Plastförpackningar,16,2023-02-02T12:35:24
Pappersförpackningar,5,2023-02-03T13:02:46
Pappersförpackningar,5,2023-02-05T16:32:52
Städning,0,2023-02-06T11:20:53
Pappersförpackningar,5,2023-02-08T15:30:16
Städning,0,2023-02-09T16:23:11
Pappersförpackningar,5,2023-02-10T12:54:40
Plastförpackningar,16,2023-02-09T12:59:42
Pappersförpackningar,5,2023-02-12T13:33:59
Städning,0,2023-02-13T13:58:33
Pappersförpackningar,5,2023-02-15T12:46:21
Städning,0,2023-02-16T13:44:02
Plastförpackningar,16,2023-02-16T13:32:52
Pappersförpackningar,5,2023-02-17T11:21:01
Ofärgade glasförpackningar,18,2023-02-17T14:21:53
Färgade glasförpackningar,19,2023-02-17T14:21:53
Pappersförpackningar,5,2023-02-19T13:26:59
Städning,0,2023-02-20T13:03:47
Pappersförpackningar,5,2023-02-22T13:31:07
Städning,0,2023-02-23T13:49:25
Metallförpackningar,3,2023-02-23T16:24:52
Plastförpackningar,16,2023-02-23T10:52:44
Pappersförpackningar,5,2023-02-24T13:06:05
Pappersförpackningar,5,2023-02-26T16:02:32
Städning,0,2023-02-27T13:31:39
Pappersförpackningar,5,2023-03-01T11:14:48
Städning,0,2023-03-02T13:33:14
Plastförpackningar,16,2023-03-02T12:26:59
Pappersförpackningar,5,2023-03-03T16:14:19
Pappersförpackningar,5,2023-03-05T16:10:42
Städning,0,2023-03-06T11:46:04
Ofärgade glasförpackningar,18,2023-03-07T15:45:51
Färgade glasförpackningar,19,2023-03-07T15:45:51
Pappersförpackningar,5,2023-03-08T15:30:46
Städning,0,2023-03-09T12:29:32
Plastförpackningar,16,2023-03-09T13:12:57
Pappersförpackningar,5,2023-03-10T14:08:34
