material,materialid,maintenance
Städning,0,2022-11-01T11:03:39
Metallförpackningar,3,2022-10-06T11:10:28
Pappersförpackningar,5,2022-11-01T16:00:03
Tidningar,13,2022-10-24T07:08:46
Plastförpackningar,16,2022-10-30T07:42:34
Ofärgade glasförpackningar,18,2022-10-31T09:14:10
Färgade glasförpackningar,19,2022-10-31T09:14:10
Pappersförpackningar,5,2022-11-02T11:36:02
Städning,0,2022-11-03T10:11:04
Metallförpackningar,3,2022-11-03T08:23:17
Pappersförpackningar,5,2022-11-03T14:41:13
Plastförpackningar,16,2022-11-03T12:07:20
Pappersförpackningar,5,2022-11-04T12:48:13
Städning,0,2022-11-05T06:14:02
Pappersförpackningar,5,2022-11-05T13:12:24
Pappersförpackningar,5,2022-11-06T15:00:40
Plastförpackningar,16,2022-11-06T07:58:28
Pappersförpackningar,5,2022-11-07T13:06:52
Tidningar,13,2022-11-07T11:22:28
Ofärgade glasförpackningar,18,2022-11-07T10:43:25
Färgade glasförpackningar,19,2022-11-07T10:43:25
Städning,0,2022-11-08T09:02:44
Pappersförpackningar,5,2022-11-08T12:41:42
Pappersförpackningar,5,2022-11-09T12:54:21
Städning,0,2022-11-10T11:38:46
Pappersförpackningar,5,2022-11-10T10:03:56
Plastförpackningar,16,2022-11-10T12:22:16
Pappersförpackningar,5,2022-11-11T13:02:14
Städning,0,2022-11-12T12:05:36
Pappersförpackningar,5,2022-11-12T13:24:02
Pappersförpackningar,5,2022-11-13T13:46:59
Plastförpackningar,16,2022-11-13T07:49:17
Pappersförpackningar,5,2022-11-14T11:37:03
Ofärgade glasförpackningar,18,2022-11-14T11:21:06
Färgade glasförpackningar,19,2022-11-14T11:21:06
Städning,0,2022-11-15T10:14:10
Pappersförpackningar,5,2022-11-15T11:44:37
Pappersförpackningar,5,2022-11-16T11:48:07
Städning,0,2022-11-17T11:45:41
Pappersförpackningar,5,2022-11-17T13:21:37
Plastförpackningar,16,2022-11-17T11:56:28
Pappersförpackningar,5,2022-11-18T08:41:59
Städning,0,2022-11-19T15:39:00
Pappersförpackningar,5,2022-11-19T12:39:21
Pappersförpackningar,5,2022-11-20T14:12:12
Plastförpackningar,16,2022-11-20T08:24:44
Tidningar,13,2022-11-21T08:19:51
Färgade glasförpackningar,19,2022-11-21T10:39:52
Städning,0,2022-11-22T11:27:27
Pappersförpackningar,5,2022-11-23T12:57:40
Städning,0,2022-11-24T12:26:52
Pappersförpackningar,5,2022-11-24T11:59:18
Plastförpackningar,16,2022-11-24T13:16:42
Pappersförpackningar,5,2022-11-25T10:47:14
Städning,0,2022-11-26T11:09:03
Pappersförpackningar,5,2022-11-26T12:22:31
