material,materialid,maintenance
Städning,0,2022-10-31T13:44:35
Metallförpackningar,3,2022-11-01T10:04:24
Pappersförpackningar,5,2022-11-01T08:00:27
Tidningar,13,2022-10-24T08:47:27
Plastförpackningar,16,2022-11-01T18:23:50
Ofärgade glasförpackningar,18,2022-10-31T11:03:07
Färgade glasförpackningar,19,2022-10-31T11:03:07
Städning,0,2022-11-02T07:34:29
Pappersförpackningar,5,2022-11-02T07:16:44
Plastförpackningar,16,2022-11-02T16:07:48
Pappersförpackningar,5,2022-11-03T08:24:31
Plastförpackningar,16,2022-11-03T16:11:53
Städning,0,2022-11-04T13:24:29
Pappersförpackningar,5,2022-11-04T16:10:09
Plastförpackningar,16,2022-11-04T16:10:43
Pappersförpackningar,5,2022-11-05T11:53:15
Plastförpackningar,16,2022-11-05T17:04:40
Pappersförpackningar,5,2022-11-06T16:06:28
Plastförpackningar,16,2022-11-06T14:30:09
Städning,0,2022-11-07T13:02:37
Pappersförpackningar,5,2022-11-07T10:07:58
Tidningar,13,2022-11-07T08:27:44
Plastförpackningar,16,2022-11-07T14:46:55
Metallförpackningar,3,2022-11-08T11:18:54
Pappersförpackningar,5,2022-11-08T10:59:28
Plastförpackningar,16,2022-11-08T18:42:00
Städning,0,2022-11-09T07:30:05
Pappersförpackningar,5,2022-11-09T07:15:33
Plastförpackningar,16,2022-11-09T15:43:41
Pappersförpackningar,5,2022-11-10T08:05:02
Plastförpackningar,16,2022-11-10T16:47:45
Städning,0,2022-11-11T12:55:38
Pappersförpackningar,5,2022-11-11T07:09:27
Plastförpackningar,16,2022-11-11T17:54:52
Ofärgade glasförpackningar,18,2022-11-11T08:41:45
Färgade glasförpackningar,19,2022-11-11T08:41:45
Pappersförpackningar,5,2022-11-12T17:45:46
Plastförpackningar,16,2022-11-12T16:41:35
Pappersförpackningar,5,2022-11-13T18:31:35
Plastförpackningar,16,2022-11-13T14:49:01
Städning,0,2022-11-14T12:27:17
Pappersförpackningar,5,2022-11-14T09:26:51
Tidningar,13,2022-11-14T10:21:07
Plastförpackningar,16,2022-11-14T17:18:27
Pappersförpackningar,5,2022-11-15T07:22:52
Plastförpackningar,16,2022-11-15T17:54:29
Städning,0,2022-11-16T07:41:05
Pappersförpackningar,5,2022-11-16T07:07:57
Plastförpackningar,16,2022-11-16T15:32:57
Metallförpackningar,3,2022-11-17T16:00:22
Pappersförpackningar,5,2022-11-17T08:55:03
Plastförpackningar,16,2022-11-17T15:42:44
Städning,0,2022-11-18T13:09:08
Pappersförpackningar,5,2022-11-18T07:40:26
Plastförpackningar,16,2022-11-18T17:24:29
Pappersförpackningar,5,2022-11-19T18:20:38
Plastförpackningar,16,2022-11-19T15:12:34
Pappersförpackningar,5,2022-11-20T16:05:13
Plastförpackningar,16,2022-11-20T16:20:16
Städning,0,2022-11-21T13:44:26
Pappersförpackningar,5,2022-11-21T11:42:04
Tidningar,13,2022-11-21T08:09:42
Plastförpackningar,16,2022-11-21T17:58:44
Städning,0,2022-11-23T07:38:18
Metallförpackningar,3,2022-11-23T15:51:44
Pappersförpackningar,5,2022-11-23T09:35:01
Plastförpackningar,16,2022-11-23T17:09:12
Pappersförpackningar,5,2022-11-24T09:12:22
Plastförpackningar,16,2022-11-24T15:39:08
Städning,0,2022-11-25T12:27:16
Plastförpackningar,16,2022-11-25T20:56:05
Ofärgade glasförpackningar,18,2022-11-25T08:23:21
Färgade glasförpackningar,19,2022-11-25T08:23:21
Pappersförpackningar,5,2022-11-26T17:46:56
Plastförpackningar,16,2022-11-26T16:21:05
Pappersförpackningar,5,2022-11-27T16:18:30
Plastförpackningar,16,2022-11-27T18:44:57
Ofärgade glasförpackningar,18,2022-11-27T10:27:56
Färgade glasförpackningar,19,2022-11-27T10:27:56
Städning,0,2022-11-28T12:54:29
Metallförpackningar,3,2022-11-28T16:57:06
Pappersförpackningar,5,2022-11-28T08:19:45
Tidningar,13,2022-11-28T07:35:12
Plastförpackningar,16,2022-11-28T16:47:59
Pappersförpackningar,5,2022-11-29T09:28:53
Plastförpackningar,16,2022-11-29T18:13:33
Städning,0,2022-12-12T11:11:20
Metallförpackningar,3,2022-12-09T07:10:55
Pappersförpackningar,5,2022-12-13T12:49:18
Tidningar,13,2022-12-12T09:37:35
Plastförpackningar,16,2022-12-12T17:38:29
Ofärgade glasförpackningar,18,2022-12-09T09:47:33
Färgade glasförpackningar,19,2022-12-09T09:47:33
Städning,0,2023-01-02T11:37:33
Metallförpackningar,3,2022-12-28T16:05:37
Pappersförpackningar,5,2023-01-03T10:26:58
Tidningar,13,2023-01-02T07:32:42
Plastförpackningar,16,2023-01-02T17:28:43
Ofärgade glasförpackningar,18,2023-01-01T10:22:51
Färgade glasförpackningar,19,2023-01-01T10:22:51
Städning,0,2023-01-13T12:54:53
Metallförpackningar,3,2023-01-12T09:41:13
Pappersförpackningar,5,2023-01-14T11:08:29
Tidningar,13,2023-01-09T08:22:44
Plastförpackningar,16,2023-01-14T14:40:48
Ofärgade glasförpackningar,18,2023-01-13T10:00:14
Färgade glasförpackningar,19,2023-01-13T10:00:14
Pappersförpackningar,5,2023-01-15T10:14:49
Plastförpackningar,16,2023-01-15T18:46:46
Ofärgade glasförpackningar,18,2023-01-15T10:18:14
Färgade glasförpackningar,19,2023-01-15T10:18:14
Städning,0,2023-01-16T13:38:18
Pappersförpackningar,5,2023-01-16T11:21:44
Tidningar,13,2023-01-16T08:51:52
Plastförpackningar,16,2023-01-16T19:33:22
Pappersförpackningar,5,2023-01-17T10:26:31
Plastförpackningar,16,2023-01-17T19:01:35
Städning,0,2023-01-18T07:32:45
Metallförpackningar,3,2023-01-18T14:27:38
Pappersförpackningar,5,2023-01-18T10:21:19
Plastförpackningar,16,2023-01-18T16:32:25
Pappersförpackningar,5,2023-01-19T12:14:11
Plastförpackningar,16,2023-01-19T15:01:58
Städning,0,2023-01-20T11:56:50
Pappersförpackningar,5,2023-01-20T07:37:03
Plastförpackningar,16,2023-01-20T17:42:55
Ofärgade glasförpackningar,18,2023-01-20T12:12:09
Färgade glasförpackningar,19,2023-01-20T12:12:09
Pappersförpackningar,5,2023-01-21T10:07:51
Plastförpackningar,16,2023-01-21T16:54:28
Pappersförpackningar,5,2023-01-22T09:53:09
Plastförpackningar,16,2023-01-22T15:28:22
Ofärgade glasförpackningar,18,2023-01-22T12:58:36
Färgade glasförpackningar,19,2023-01-22T12:58:36
Städning,0,2023-01-23T13:59:58
Pappersförpackningar,5,2023-01-23T08:10:04
Pappersförpackningar,5,2023-01-24T10:27:42
