material,materialid,maintenance
Städning,0,2022-10-26T09:38:07
Metallförpackningar,3,2022-10-27T06:27:33
Pappersförpackningar,5,2022-10-26T09:06:26
Tidningar,13,2022-10-06T05:49:29
Plastförpackningar,16,2022-10-26T06:27:09
Ofärgade glasförpackningar,18,2022-09-05T11:28:36
Färgade glasförpackningar,19,2022-09-05T11:28:36
Städning,0,2022-11-02T12:33:27
Pappersförpackningar,5,2022-11-02T10:48:37
Plastförpackningar,16,2022-11-02T09:40:13
Tidningar,13,2022-11-03T06:51:16
Städning,0,2022-11-09T11:57:35
Pappersförpackningar,5,2022-11-09T09:29:34
Plastförpackningar,16,2022-11-09T06:19:15
Städning,0,2022-11-16T11:39:34
Pappersförpackningar,5,2022-11-16T08:55:34
Plastförpackningar,16,2022-11-16T09:04:57
Städning,0,2022-11-23T13:09:12
Pappersförpackningar,5,2022-11-23T14:09:00
Plastförpackningar,16,2022-11-23T06:12:00
Städning,0,2022-12-07T12:09:48
Pappersförpackningar,5,2022-12-07T06:55:53
Tidningar,13,2022-12-01T05:53:09
Plastförpackningar,16,2022-12-07T09:36:46
Ofärgade glasförpackningar,18,2022-12-05T11:51:31
Färgade glasförpackningar,19,2022-12-05T11:51:31
Städning,0,2022-12-28T13:01:16
Pappersförpackningar,5,2022-12-28T08:43:02
Tidningar,13,2022-12-29T05:51:57
Plastförpackningar,16,2022-12-28T07:39:38
Städning,0,2023-01-11T12:10:46
Pappersförpackningar,5,2023-01-11T07:26:44
Plastförpackningar,16,2023-01-11T09:01:13
Städning,0,2023-01-18T12:37:13
Pappersförpackningar,5,2023-01-18T07:02:27
Plastförpackningar,16,2023-01-18T08:58:05
Städning,0,2023-01-25T11:06:25
Pappersförpackningar,5,2023-01-25T07:00:49
Plastförpackningar,16,2023-01-25T07:38:17
Ofärgade glasförpackningar,18,2023-01-23T14:33:59
Färgade glasförpackningar,19,2023-01-23T14:33:59
Tidningar,13,2023-01-29T11:14:44
Städning,0,2023-02-01T12:10:04
Pappersförpackningar,5,2023-02-01T06:56:22
Plastförpackningar,16,2023-02-01T07:33:50
Städning,0,2023-02-08T11:14:58
Pappersförpackningar,5,2023-02-08T07:27:42
Plastförpackningar,16,2023-02-08T09:01:38
Städning,0,2023-02-15T12:40:32
Pappersförpackningar,5,2023-02-15T07:03:05
Plastförpackningar,16,2023-02-15T08:57:12
Städning,0,2023-02-22T11:39:07
Plastförpackningar,16,2023-02-22T09:01:24
Metallförpackningar,3,2023-02-23T07:11:19
Städning,0,2023-03-01T08:00:16
Pappersförpackningar,5,2023-03-01T06:52:41
Städning,0,2023-03-15T08:56:43
Pappersförpackningar,5,2023-03-15T06:20:29
Plastförpackningar,16,2023-03-15T07:47:05
Ofärgade glasförpackningar,18,2023-03-20T07:58:50
Färgade glasförpackningar,19,2023-03-20T07:58:50
Städning,0,2023-03-22T08:17:19
Pappersförpackningar,5,2023-03-22T06:08:55
Plastförpackningar,16,2023-03-22T08:55:55
Tidningar,13,2023-03-23T05:57:12
Städning,0,2023-03-29T12:56:09
Pappersförpackningar,5,2023-03-29T12:17:00
Städning,0,2023-04-05T12:19:41
Pappersförpackningar,5,2023-04-05T06:23:28
Plastförpackningar,16,2023-04-05T11:06:26
Städning,0,2023-04-12T13:52:20
Pappersförpackningar,5,2023-04-12T06:27:58
Städning,0,2023-04-19T12:27:45
Pappersförpackningar,5,2023-04-19T06:23:39
Plastförpackningar,16,2023-04-19T09:02:49
Tidningar,13,2023-04-20T05:52:00
Städning,0,2023-04-26T07:59:32
Pappersförpackningar,5,2023-04-26T06:21:44
Städning,0,2023-05-03T08:20:48
Pappersförpackningar,5,2023-05-03T06:23:28
Plastförpackningar,16,2023-05-03T09:27:07
Städning,0,2023-05-10T08:59:36
Pappersförpackningar,5,2023-05-10T06:22:14
Städning,0,2023-05-17T08:16:09
Pappersförpackningar,5,2023-05-17T06:20:48
Tidningar,13,2023-05-18T06:10:27
Plastförpackningar,16,2023-05-17T08:36:30
Städning,0,2023-05-24T13:03:46
Pappersförpackningar,5,2023-05-24T06:19:45
Ofärgade glasförpackningar,18,2023-05-26T15:14:25
Färgade glasförpackningar,19,2023-05-26T15:14:25
Städning,0,2023-05-31T11:49:37
Pappersförpackningar,5,2023-05-31T08:59:23
Plastförpackningar,16,2023-05-31T07:33:51
Städning,0,2023-06-07T12:13:17
Pappersförpackningar,5,2023-06-07T06:23:34
Metallförpackningar,3,2023-06-08T07:58:31
Städning,0,2023-06-14T12:21:30
Pappersförpackningar,5,2023-06-14T08:56:49
Plastförpackningar,16,2023-06-14T08:07:20
Tidningar,13,2023-06-15T05:57:44
Städning,0,2023-06-21T12:32:36
Pappersförpackningar,5,2023-06-21T06:35:15
Städning,0,2023-06-28T09:14:44
Pappersförpackningar,5,2023-06-28T06:51:52
Plastförpackningar,16,2023-06-28T09:32:00
Städning,0,2023-07-05T13:03:43
Pappersförpackningar,5,2023-07-05T06:44:41
Städning,0,2023-07-12T13:41:35
Pappersförpackningar,5,2023-07-12T06:40:33
Plastförpackningar,16,2023-07-12T08:02:13
Städning,0,2023-07-19T11:19:37
Pappersförpackningar,5,2023-07-19T06:28:41
Ofärgade glasförpackningar,18,2023-07-23T10:37:32
Färgade glasförpackningar,19,2023-07-23T10:37:32
