material,materialid,maintenance
Städning,0,2022-11-01T07:46:22
Metallförpackningar,3,2022-08-02T11:51:31
Pappersförpackningar,5,2022-10-30T13:07:51
Tidningar,13,2022-11-01T08:38:20
Plastförpackningar,16,2022-10-30T13:07:51
Ofärgade glasförpackningar,18,2022-05-31T17:39:01
Färgade glasförpackningar,19,2022-05-31T17:39:01
Pappersförpackningar,5,2022-11-06T11:41:17
Plastförpackningar,16,2022-11-06T11:41:17
Städning,0,2022-11-08T11:50:35
Metallförpackningar,3,2022-11-10T13:00:36
Pappersförpackningar,5,2022-11-13T09:50:38
Plastförpackningar,16,2022-11-13T09:50:38
Städning,0,2022-11-15T12:03:05
Pappersförpackningar,5,2022-11-20T11:05:00
Plastförpackningar,16,2022-11-20T11:05:00
Städning,0,2022-11-22T07:08:24
Tidningar,13,2022-11-22T09:49:35
Pappersförpackningar,5,2022-11-27T11:54:17
Plastförpackningar,16,2022-11-27T11:54:17
Städning,0,2022-11-29T07:01:36
Städning,0,2022-12-13T07:36:47
Pappersförpackningar,5,2022-12-11T12:35:52
Plastförpackningar,16,2022-12-11T12:35:52
Städning,0,2023-01-03T12:00:58
Pappersförpackningar,5,2023-01-01T13:08:52
Tidningar,13,2023-01-02T09:00:08
Plastförpackningar,16,2023-01-01T13:08:52
Städning,0,2023-01-12T09:06:33
Metallförpackningar,3,2023-01-03T19:15:52
Pappersförpackningar,5,2023-01-08T12:23:49
Plastförpackningar,16,2023-01-08T12:23:49
Pappersförpackningar,5,2023-01-15T11:27:01
Plastförpackningar,16,2023-01-15T11:27:01
Städning,0,2023-01-16T14:22:34
Städning,0,2023-01-17T09:39:19
Städning,0,2023-01-19T14:19:13
Pappersförpackningar,5,2023-01-22T12:23:19
Plastförpackningar,16,2023-01-22T12:23:19
Städning,0,2023-01-24T06:59:07
Tidningar,13,2023-01-24T08:54:14
Pappersförpackningar,5,2023-01-29T12:30:26
Plastförpackningar,16,2023-01-29T12:30:26
Städning,0,2023-01-31T13:58:36
Pappersförpackningar,5,2023-02-05T13:11:22
Plastförpackningar,16,2023-02-05T13:11:22
Städning,0,2023-02-07T12:07:15
Pappersförpackningar,5,2023-02-12T12:00:07
Plastförpackningar,16,2023-02-12T12:00:07
Städning,0,2023-02-14T09:21:26
Tidningar,13,2023-02-15T09:06:11
Pappersförpackningar,5,2023-02-19T10:59:43
Plastförpackningar,16,2023-02-19T10:59:43
Städning,0,2023-02-20T14:20:24
Städning,0,2023-02-21T14:18:46
Metallförpackningar,3,2023-02-22T09:53:07
Pappersförpackningar,5,2023-02-26T11:46:19
Plastförpackningar,16,2023-02-26T11:46:19
Städning,0,2023-02-28T09:19:09
Pappersförpackningar,5,2023-03-05T10:31:01
Plastförpackningar,16,2023-03-05T10:31:01
Städning,0,2023-03-07T07:01:52
Pappersförpackningar,5,2023-03-12T10:06:00
