material,materialid,maintenance
Städning,0,2022-11-01T09:26:05
Metallförpackningar,3,2022-09-22T08:59:27
Pappersförpackningar,5,2022-10-31T07:45:18
Plastförpackningar,16,2022-10-31T09:39:55
Ofärgade glasförpackningar,18,2022-09-27T15:19:33
Färgade glasförpackningar,19,2022-09-27T15:19:33
Städning,0,2022-11-02T09:09:45
Städning,0,2022-11-03T09:15:09
Plastförpackningar,16,2022-11-03T09:58:01
Städning,0,2022-11-04T08:39:47
Pappersförpackningar,5,2022-11-04T09:42:07
Städning,0,2022-11-07T09:49:14
Pappersförpackningar,5,2022-11-07T07:44:05
Plastförpackningar,16,2022-11-07T09:36:58
Städning,0,2022-11-08T09:14:58
Städning,0,2022-11-09T09:21:20
Ofärgade glasförpackningar,18,2022-11-09T16:31:18
Färgade glasförpackningar,19,2022-11-09T14:57:22
Städning,0,2022-11-10T09:18:31
Plastförpackningar,16,2022-11-10T09:47:28
Städning,0,2022-11-11T08:30:55
Pappersförpackningar,5,2022-11-11T09:53:00
Städning,0,2022-11-14T09:33:25
Pappersförpackningar,5,2022-11-14T07:53:16
Plastförpackningar,16,2022-11-14T09:48:55
Städning,0,2022-11-15T09:05:23
Städning,0,2022-11-16T09:11:21
Städning,0,2022-11-17T09:13:44
Metallförpackningar,3,2022-11-17T16:11:28
Plastförpackningar,16,2022-11-17T09:35:42
Städning,0,2022-11-18T07:40:53
Pappersförpackningar,5,2022-11-18T09:42:00
Städning,0,2022-11-21T09:18:42
Pappersförpackningar,5,2022-11-21T07:36:18
Plastförpackningar,16,2022-11-21T09:32:15
Städning,0,2022-11-23T09:40:45
Städning,0,2022-11-24T09:25:25
Plastförpackningar,16,2022-11-24T09:53:33
Städning,0,2022-11-25T07:22:03
Pappersförpackningar,5,2022-11-25T09:37:01
Städning,0,2022-11-28T09:28:10
Pappersförpackningar,5,2022-11-28T07:35:59
Plastförpackningar,16,2022-11-28T09:03:58
Städning,0,2022-11-29T09:26:21
Städning,0,2022-12-13T07:12:50
Pappersförpackningar,5,2022-12-12T09:20:27
Plastförpackningar,16,2022-12-12T12:25:13
Städning,0,2023-01-03T09:30:36
Pappersförpackningar,5,2023-01-02T07:55:07
Plastförpackningar,16,2023-01-02T09:49:55
Ofärgade glasförpackningar,18,2022-12-15T10:34:32
Färgade glasförpackningar,19,2022-12-15T10:34:32
Städning,0,2023-01-13T07:55:29
Metallförpackningar,3,2023-01-10T15:55:10
Pappersförpackningar,5,2023-01-13T10:28:40
Plastförpackningar,16,2023-01-12T08:07:20
Ofärgade glasförpackningar,18,2023-01-11T16:06:32
Färgade glasförpackningar,19,2023-01-11T16:06:32
