material,materialid,maintenance
Städning,0,2022-11-01T16:17:54
Metallförpackningar,3,2022-10-06T15:01:49
Pappersförpackningar,5,2022-10-31T11:56:08
Tidningar,13,2022-10-24T08:24:23
Plastförpackningar,16,2022-11-01T12:29:29
Ofärgade glasförpackningar,18,2022-10-22T09:09:17
Färgade glasförpackningar,19,2022-10-22T09:09:17
Pappersförpackningar,5,2022-11-02T11:53:45
Plastförpackningar,16,2022-11-03T14:47:46
Ofärgade glasförpackningar,18,2022-11-03T20:15:35
Färgade glasförpackningar,19,2022-11-03T20:15:35
Städning,0,2022-11-04T09:50:18
Pappersförpackningar,5,2022-11-04T13:43:18
Plastförpackningar,16,2022-11-05T17:22:05
Pappersförpackningar,5,2022-11-06T14:19:26
Pappersförpackningar,5,2022-11-07T11:09:32
Städning,0,2022-11-08T11:47:38
Tidningar,13,2022-11-08T16:27:29
Plastförpackningar,16,2022-11-08T12:51:10
Pappersförpackningar,5,2022-11-09T13:30:15
Plastförpackningar,16,2022-11-10T14:07:03
Städning,0,2022-11-11T10:48:00
Pappersförpackningar,5,2022-11-11T18:09:33
Plastförpackningar,16,2022-11-12T17:11:55
Pappersförpackningar,5,2022-11-13T16:01:42
Pappersförpackningar,5,2022-11-14T11:25:40
Städning,0,2022-11-15T11:54:09
Plastförpackningar,16,2022-11-15T12:01:55
Pappersförpackningar,5,2022-11-16T11:59:36
Plastförpackningar,16,2022-11-17T12:41:19
Städning,0,2022-11-18T10:22:32
Pappersförpackningar,5,2022-11-18T14:23:17
Plastförpackningar,16,2022-11-19T17:49:42
Pappersförpackningar,5,2022-11-20T15:17:04
Pappersförpackningar,5,2022-11-21T14:20:45
Tidningar,13,2022-11-21T17:59:16
Städning,0,2022-11-22T17:15:08
Pappersförpackningar,5,2022-11-23T13:05:28
Plastförpackningar,16,2022-11-22T12:35:07
Ofärgade glasförpackningar,18,2022-11-23T19:09:07
Färgade glasförpackningar,19,2022-11-23T19:09:07
Plastförpackningar,16,2022-11-24T14:55:23
Städning,0,2022-11-25T10:06:54
Pappersförpackningar,5,2022-11-25T11:14:13
Plastförpackningar,16,2022-11-26T17:40:09
Pappersförpackningar,5,2022-11-27T15:54:14
Pappersförpackningar,5,2022-11-28T11:13:48
Städning,0,2022-11-29T14:40:46
Plastförpackningar,16,2022-11-29T15:51:49
Städning,0,2022-12-13T11:50:15
Metallförpackningar,3,2022-12-08T10:58:44
Pappersförpackningar,5,2022-12-12T12:42:09
Tidningar,13,2022-12-13T10:40:35
Plastförpackningar,16,2022-12-13T11:12:21
Städning,0,2023-01-03T10:55:56
Pappersförpackningar,5,2023-01-02T14:25:27
Tidningar,13,2022-12-26T14:45:57
Plastförpackningar,16,2023-01-03T13:14:18
Ofärgade glasförpackningar,18,2022-12-29T10:07:01
Färgade glasförpackningar,19,2022-12-29T10:07:01
Städning,0,2023-01-13T06:09:16
Pappersförpackningar,5,2023-01-13T12:52:42
Tidningar,13,2023-01-04T08:24:24
Plastförpackningar,16,2023-01-14T17:58:58
Ofärgade glasförpackningar,18,2023-01-11T18:46:38
Färgade glasförpackningar,19,2023-01-11T18:46:38
Pappersförpackningar,5,2023-01-15T12:21:56
Pappersförpackningar,5,2023-01-16T13:06:31
Städning,0,2023-01-17T12:35:54
Plastförpackningar,16,2023-01-17T11:20:53
Pappersförpackningar,5,2023-01-18T11:16:48
Tidningar,13,2023-01-18T14:05:21
