material,materialid,maintenance
Städning,0,2022-11-01T12:17:22
Metallförpackningar,3,2022-09-07T09:51:26
Pappersförpackningar,5,2022-10-31T19:01:18
Tidningar,13,2022-10-31T07:30:37
Plastförpackningar,16,2022-10-28T13:00:37
Ofärgade glasförpackningar,18,2022-11-01T15:04:55
Färgade glasförpackningar,19,2022-11-01T15:04:55
Städning,0,2022-11-03T09:01:42
Pappersförpackningar,5,2022-11-04T10:51:03
Plastförpackningar,16,2022-11-04T13:14:27
Pappersförpackningar,5,2022-11-07T16:03:29
Städning,0,2022-11-08T13:02:05
Städning,0,2022-11-10T09:00:47
Pappersförpackningar,5,2022-11-11T07:47:37
Plastförpackningar,16,2022-11-11T13:11:45
Pappersförpackningar,5,2022-11-14T17:32:31
Städning,0,2022-11-15T10:34:10
Städning,0,2022-11-17T08:58:41
Pappersförpackningar,5,2022-11-18T14:23:18
Plastförpackningar,16,2022-11-18T12:54:26
Pappersförpackningar,5,2022-11-21T13:24:37
Städning,0,2022-11-22T15:08:43
Städning,0,2022-11-24T09:06:37
Pappersförpackningar,5,2022-11-25T12:52:25
Plastförpackningar,16,2022-11-25T13:15:55
Pappersförpackningar,5,2022-11-28T13:50:33
Tidningar,13,2022-11-28T07:37:56
Ofärgade glasförpackningar,18,2022-11-28T18:25:23
Färgade glasförpackningar,19,2022-11-28T18:25:23
Städning,0,2022-11-29T14:08:08
Städning,0,2022-12-13T11:01:29
Metallförpackningar,3,2022-11-30T10:31:22
Pappersförpackningar,5,2022-12-12T14:15:31
Plastförpackningar,16,2022-12-09T13:42:41
Städning,0,2023-01-03T09:43:05
Pappersförpackningar,5,2023-01-02T13:15:17
Tidningar,13,2022-12-27T11:07:36
Plastförpackningar,16,2023-01-02T10:06:09
Ofärgade glasförpackningar,18,2023-01-02T07:30:34
Färgade glasförpackningar,19,2023-01-02T07:30:34
Städning,0,2023-01-12T09:34:40
Pappersförpackningar,5,2023-01-13T19:23:35
Plastförpackningar,16,2023-01-13T13:10:09
Pappersförpackningar,5,2023-01-16T13:15:10
Städning,0,2023-01-17T11:05:20
Städning,0,2023-01-19T08:44:25
Pappersförpackningar,5,2023-01-20T11:08:10
Plastförpackningar,16,2023-01-20T12:38:35
Pappersförpackningar,5,2023-01-23T13:39:01
Städning,0,2023-01-24T11:07:11
Städning,0,2023-01-26T09:13:21
Pappersförpackningar,5,2023-01-27T14:15:15
Plastförpackningar,16,2023-01-27T08:33:23
Pappersförpackningar,5,2023-01-30T13:08:51
Tidningar,13,2023-01-23T07:46:54
Städning,0,2023-01-31T13:04:21
Städning,0,2023-02-02T09:00:49
Pappersförpackningar,5,2023-02-03T16:44:06
Plastförpackningar,16,2023-02-03T14:20:30
Pappersförpackningar,5,2023-02-06T13:47:18
Städning,0,2023-02-07T11:48:00
Städning,0,2023-02-09T08:47:35
Pappersförpackningar,5,2023-02-10T12:05:34
Plastförpackningar,16,2023-02-10T12:09:05
Pappersförpackningar,5,2023-02-13T13:27:36
Ofärgade glasförpackningar,18,2023-02-13T19:53:45
Färgade glasförpackningar,19,2023-02-13T19:53:45
Städning,0,2023-02-14T11:02:24
Städning,0,2023-02-16T09:06:59
Pappersförpackningar,5,2023-02-17T10:00:20
Plastförpackningar,16,2023-02-17T12:47:10
Pappersförpackningar,5,2023-02-20T15:55:20
Tidningar,13,2023-02-20T07:35:15
Städning,0,2023-02-21T11:26:30
Metallförpackningar,3,2023-02-22T14:31:06
Städning,0,2023-02-23T08:50:02
Pappersförpackningar,5,2023-02-24T14:54:11
Plastförpackningar,16,2023-02-24T13:45:19
Pappersförpackningar,5,2023-02-27T12:59:48
Städning,0,2023-02-28T14:27:49
Städning,0,2023-03-02T09:05:58
Pappersförpackningar,5,2023-03-03T09:54:19
Plastförpackningar,16,2023-03-03T12:50:20
Pappersförpackningar,5,2023-03-06T13:40:39
Städning,0,2023-03-07T12:18:23
Städning,0,2023-03-09T12:19:52
Pappersförpackningar,5,2023-03-10T15:56:04
Pappersförpackningar,5,2023-03-13T13:16:57
Städning,0,2023-03-14T12:37:44
Städning,0,2023-03-16T10:22:38
Pappersförpackningar,5,2023-03-17T14:43:22
Plastförpackningar,16,2023-03-17T13:27:40
Pappersförpackningar,5,2023-03-20T18:01:42
Tidningar,13,2023-03-20T07:49:15
Plastförpackningar,16,2023-03-20T11:55:04
Ofärgade glasförpackningar,18,2023-03-20T20:47:03
Färgade glasförpackningar,19,2023-03-20T20:47:03
Städning,0,2023-03-21T13:24:35
Städning,0,2023-03-23T09:00:16
Pappersförpackningar,5,2023-03-24T14:49:37
Plastförpackningar,16,2023-03-24T13:42:55
Pappersförpackningar,5,2023-03-27T13:18:06
Städning,0,2023-03-28T11:07:54
Städning,0,2023-03-30T08:51:57
Pappersförpackningar,5,2023-03-31T15:26:08
Plastförpackningar,16,2023-03-31T13:50:35
Pappersförpackningar,5,2023-04-03T13:47:05
Städning,0,2023-04-04T11:39:13
Städning,0,2023-04-06T08:49:58
Pappersförpackningar,5,2023-04-07T15:32:33
Plastförpackningar,16,2023-04-07T11:49:18
Städning,0,2023-04-11T11:22:05
Städning,0,2023-04-13T09:01:09
Pappersförpackningar,5,2023-04-14T14:27:41
Plastförpackningar,16,2023-04-14T12:59:25
Tidningar,13,2023-04-17T09:01:10
Städning,0,2023-04-18T12:56:01
Städning,0,2023-04-20T09:02:28
Pappersförpackningar,5,2023-04-21T14:37:24
Plastförpackningar,16,2023-04-21T15:56:42
Ofärgade glasförpackningar,18,2023-04-24T09:24:45
Färgade glasförpackningar,19,2023-04-24T09:24:45
Städning,0,2023-04-25T08:58:02
Städning,0,2023-04-27T08:51:07
Pappersförpackningar,5,2023-04-28T15:27:46
Plastförpackningar,16,2023-04-28T12:54:19
Städning,0,2023-05-02T11:07:11
Städning,0,2023-05-04T09:13:01
Pappersförpackningar,5,2023-05-05T13:09:23
Plastförpackningar,16,2023-05-06T09:30:00
Städning,0,2023-05-09T11:55:11
Städning,0,2023-05-11T08:47:46
Tidningar,13,2023-05-12T09:53:30
Plastförpackningar,16,2023-05-12T14:14:34
Städning,0,2023-05-18T13:08:53
Metallförpackningar,3,2023-05-17T10:28:22
Pappersförpackningar,5,2023-05-19T08:15:57
Plastförpackningar,16,2023-05-19T12:31:45
Städning,0,2023-05-23T11:07:30
Ofärgade glasförpackningar,18,2023-05-23T20:29:03
Färgade glasförpackningar,19,2023-05-23T20:29:03
Städning,0,2023-05-25T08:57:06
Pappersförpackningar,5,2023-05-26T14:31:16
Plastförpackningar,16,2023-05-26T13:16:30
Städning,0,2023-05-30T03:47:33
Städning,0,2023-06-01T09:28:31
Pappersförpackningar,5,2023-06-02T13:50:59
Plastförpackningar,16,2023-06-02T12:27:34
Städning,0,2023-06-06T11:02:01
Städning,0,2023-06-08T15:07:58
Pappersförpackningar,5,2023-06-09T13:54:55
Plastförpackningar,16,2023-06-09T13:07:57
Städning,0,2023-06-13T11:56:05
Städning,0,2023-06-15T11:27:06
Pappersförpackningar,5,2023-06-16T14:55:14
Plastförpackningar,16,2023-06-16T13:21:57
