material,materialid,maintenance
Städning,0,2022-10-28T07:17:25
Metallförpackningar,3,2022-10-18T06:58:00
Pappersförpackningar,5,2022-10-31T17:09:20
Tidningar,13,2022-10-27T12:36:36
Plastförpackningar,16,2022-10-31T13:53:36
Ofärgade glasförpackningar,18,2022-10-26T13:31:27
Färgade glasförpackningar,19,2022-10-26T13:31:27
Pappersförpackningar,5,2022-11-02T08:21:21
Plastförpackningar,16,2022-11-02T11:34:33
Ofärgade glasförpackningar,18,2022-11-02T11:40:47
Färgade glasförpackningar,19,2022-11-02T11:40:47
Städning,0,2022-11-04T06:47:34
Pappersförpackningar,5,2022-11-04T09:41:04
Plastförpackningar,16,2022-11-04T11:42:54
Pappersförpackningar,5,2022-11-05T07:24:07
Pappersförpackningar,5,2022-11-06T08:18:26
Pappersförpackningar,5,2022-11-07T18:06:23
Plastförpackningar,16,2022-11-07T08:00:45
Pappersförpackningar,5,2022-11-09T09:07:37
Plastförpackningar,16,2022-11-09T07:28:52
Ofärgade glasförpackningar,18,2022-11-09T13:37:28
Färgade glasförpackningar,19,2022-11-09T13:37:28
Tidningar,13,2022-11-10T11:24:24
Städning,0,2022-11-11T06:25:43
Pappersförpackningar,5,2022-11-11T08:48:18
Plastförpackningar,16,2022-11-11T11:19:01
Pappersförpackningar,5,2022-11-12T09:49:05
Pappersförpackningar,5,2022-11-13T10:08:13
Pappersförpackningar,5,2022-11-14T19:43:38
Plastförpackningar,16,2022-11-14T13:04:51
Metallförpackningar,3,2022-11-15T07:10:25
Pappersförpackningar,5,2022-11-16T08:15:37
Plastförpackningar,16,2022-11-16T11:23:27
Ofärgade glasförpackningar,18,2022-11-16T11:03:50
Färgade glasförpackningar,19,2022-11-16T11:03:50
Städning,0,2022-11-18T07:38:11
Pappersförpackningar,5,2022-11-18T08:57:21
Plastförpackningar,16,2022-11-18T12:00:30
Pappersförpackningar,5,2022-11-19T14:23:22
Pappersförpackningar,5,2022-11-20T10:09:11
Pappersförpackningar,5,2022-11-21T19:50:24
Plastförpackningar,16,2022-11-21T08:28:01
Pappersförpackningar,5,2022-11-23T09:02:09
Plastförpackningar,16,2022-11-23T06:43:11
Ofärgade glasförpackningar,18,2022-11-23T13:30:26
Färgade glasförpackningar,19,2022-11-23T13:30:26
Städning,0,2022-11-25T05:43:16
Pappersförpackningar,5,2022-11-25T09:13:57
Plastförpackningar,16,2022-11-25T12:51:47
Pappersförpackningar,5,2022-11-26T12:05:00
Pappersförpackningar,5,2022-11-27T12:32:19
Pappersförpackningar,5,2022-11-28T20:36:06
Plastförpackningar,16,2022-11-28T15:17:30
Städning,0,2022-12-09T05:51:13
Metallförpackningar,3,2022-12-13T07:50:11
Pappersförpackningar,5,2022-12-12T11:38:09
Tidningar,13,2022-12-13T11:42:21
Plastförpackningar,16,2022-12-12T16:18:04
Ofärgade glasförpackningar,18,2022-12-07T13:22:58
Färgade glasförpackningar,19,2022-12-07T13:22:58
Städning,0,2022-12-30T07:37:15
Pappersförpackningar,5,2023-01-02T17:18:26
Tidningar,13,2023-01-03T13:52:52
Plastförpackningar,16,2023-01-02T07:19:51
Ofärgade glasförpackningar,18,2022-12-28T13:41:51
Färgade glasförpackningar,19,2022-12-28T13:41:51
Städning,0,2023-01-13T10:11:40
Metallförpackningar,3,2023-01-10T06:57:37
Pappersförpackningar,5,2023-01-14T10:32:14
Tidningar,13,2023-01-10T14:44:04
Plastförpackningar,16,2023-01-13T11:01:32
Ofärgade glasförpackningar,18,2023-01-11T12:02:18
Färgade glasförpackningar,19,2023-01-11T12:02:18
Pappersförpackningar,5,2023-01-15T16:41:58
Pappersförpackningar,5,2023-01-16T16:27:06
Plastförpackningar,16,2023-01-16T14:25:51
Pappersförpackningar,5,2023-01-18T08:48:13
Plastförpackningar,16,2023-01-18T14:28:35
Ofärgade glasförpackningar,18,2023-01-18T11:19:24
Färgade glasförpackningar,19,2023-01-18T11:19:24
Städning,0,2023-01-20T06:57:11
Pappersförpackningar,5,2023-01-20T09:55:39
Plastförpackningar,16,2023-01-20T13:11:27
Pappersförpackningar,5,2023-01-21T12:38:13
Pappersförpackningar,5,2023-01-22T11:01:01
Pappersförpackningar,5,2023-01-23T20:02:59
Plastförpackningar,16,2023-01-23T14:57:57
Tidningar,13,2023-01-24T10:08:19
Pappersförpackningar,5,2023-01-25T08:24:52
Plastförpackningar,16,2023-01-25T08:12:24
Ofärgade glasförpackningar,18,2023-01-25T13:23:43
Färgade glasförpackningar,19,2023-01-25T13:23:43
Städning,0,2023-01-27T06:38:38
Pappersförpackningar,5,2023-01-27T08:39:12
Plastförpackningar,16,2023-01-27T10:39:17
Pappersförpackningar,5,2023-01-28T07:32:43
Pappersförpackningar,5,2023-01-29T07:30:27
Pappersförpackningar,5,2023-01-30T17:08:36
Plastförpackningar,16,2023-01-30T15:29:35
Tidningar,13,2023-01-31T09:20:58
Pappersförpackningar,5,2023-02-01T08:23:34
Plastförpackningar,16,2023-02-01T06:30:50
Ofärgade glasförpackningar,18,2023-02-01T13:12:25
Färgade glasförpackningar,19,2023-02-01T13:12:25
Städning,0,2023-02-03T07:49:16
Pappersförpackningar,5,2023-02-03T09:03:29
Plastförpackningar,16,2023-02-03T11:30:28
Pappersförpackningar,5,2023-02-04T11:52:04
Pappersförpackningar,5,2023-02-05T10:23:40
Pappersförpackningar,5,2023-02-06T19:39:21
Plastförpackningar,16,2023-02-06T15:13:51
Metallförpackningar,3,2023-02-07T07:14:24
Tidningar,13,2023-02-07T10:57:16
Pappersförpackningar,5,2023-02-08T09:33:29
Plastförpackningar,16,2023-02-08T06:14:41
Ofärgade glasförpackningar,18,2023-02-08T08:16:11
Färgade glasförpackningar,19,2023-02-08T08:16:11
Pappersförpackningar,5,2023-02-10T09:04:00
Plastförpackningar,16,2023-02-10T11:38:53
Pappersförpackningar,5,2023-02-11T10:21:47
Pappersförpackningar,5,2023-02-12T08:24:06
Pappersförpackningar,5,2023-02-13T17:03:30
Plastförpackningar,16,2023-02-13T15:17:04
Tidningar,13,2023-02-14T08:00:39
Pappersförpackningar,5,2023-02-15T08:45:33
Plastförpackningar,16,2023-02-15T06:31:59
Ofärgade glasförpackningar,18,2023-02-15T11:33:31
Färgade glasförpackningar,19,2023-02-15T11:33:31
Städning,0,2023-02-17T08:02:31
Pappersförpackningar,5,2023-02-17T10:05:10
Plastförpackningar,16,2023-02-17T11:53:26
Pappersförpackningar,5,2023-02-18T10:15:40
Pappersförpackningar,5,2023-02-19T07:28:16
Pappersförpackningar,5,2023-02-20T19:56:17
Plastförpackningar,16,2023-02-20T15:25:38
Pappersförpackningar,5,2023-02-22T08:09:36
Plastförpackningar,16,2023-02-22T07:18:59
Tidningar,13,2023-02-23T10:51:24
Ofärgade glasförpackningar,18,2023-02-23T08:59:45
Färgade glasförpackningar,19,2023-02-23T08:59:45
Städning,0,2023-02-24T07:35:06
Pappersförpackningar,5,2023-02-24T08:28:59
Plastförpackningar,16,2023-02-24T11:11:38
Pappersförpackningar,5,2023-02-25T06:58:17
Pappersförpackningar,5,2023-02-26T07:53:57
Pappersförpackningar,5,2023-02-27T16:29:52
Plastförpackningar,16,2023-02-27T15:07:58
Tidningar,13,2023-02-28T11:44:27
Pappersförpackningar,5,2023-03-01T07:57:06
Plastförpackningar,16,2023-03-01T06:19:36
Städning,0,2023-03-03T05:56:54
Pappersförpackningar,5,2023-03-03T08:49:56
