material,materialid,maintenance
Städning,0,2022-10-27T11:17:48
Metallförpackningar,3,2022-10-18T12:01:15
Pappersförpackningar,5,2022-10-31T08:40:04
Tidningar,13,2022-10-18T12:01:15
Plastförpackningar,16,2022-10-31T08:40:04
Ofärgade glasförpackningar,18,2022-09-15T09:28:50
Färgade glasförpackningar,19,2022-09-15T09:28:50
Städning,0,2022-11-03T12:00:23
Pappersförpackningar,5,2022-11-04T07:02:19
Plastförpackningar,16,2022-11-04T07:02:19
Pappersförpackningar,5,2022-11-07T08:49:24
Plastförpackningar,16,2022-11-07T08:49:24
Städning,0,2022-11-10T14:02:24
Ofärgade glasförpackningar,18,2022-11-10T09:33:44
Färgade glasförpackningar,19,2022-11-10T09:33:44
Pappersförpackningar,5,2022-11-11T08:37:12
Plastförpackningar,16,2022-11-11T08:37:12
Pappersförpackningar,5,2022-11-14T14:56:48
Plastförpackningar,16,2022-11-14T14:56:48
Metallförpackningar,3,2022-11-15T13:56:26
Tidningar,13,2022-11-15T13:56:26
Städning,0,2022-11-17T11:45:50
Pappersförpackningar,5,2022-11-18T09:48:20
Plastförpackningar,16,2022-11-18T09:48:20
Pappersförpackningar,5,2022-11-21T13:09:51
Plastförpackningar,16,2022-11-21T13:09:51
Städning,0,2022-11-24T13:21:41
Pappersförpackningar,5,2022-11-25T07:50:27
Plastförpackningar,16,2022-11-25T07:50:27
Pappersförpackningar,5,2022-11-28T09:40:15
Plastförpackningar,16,2022-11-28T09:40:15
Metallförpackningar,3,2022-11-29T11:20:09
Tidningar,13,2022-11-29T11:20:09
Städning,0,2022-12-08T11:28:28
Pappersförpackningar,5,2022-12-12T09:49:14
Plastförpackningar,16,2022-12-12T09:49:14
Ofärgade glasförpackningar,18,2022-12-08T10:21:38
Färgade glasförpackningar,19,2022-12-08T10:21:38
Städning,0,2022-12-29T12:22:30
Metallförpackningar,3,2022-12-27T10:58:43
Pappersförpackningar,5,2023-01-02T09:19:53
Tidningar,13,2022-12-27T10:58:43
Plastförpackningar,16,2023-01-02T09:19:53
Städning,0,2023-01-12T12:00:51
Metallförpackningar,3,2023-01-10T08:00:00
Pappersförpackningar,5,2023-01-13T08:26:45
Tidningar,13,2023-01-10T08:00:00
Plastförpackningar,16,2023-01-13T08:26:45
