material,materialid,maintenance
Städning,0,2022-10-21T10:52:31
Metallförpackningar,3,2022-10-21T11:20:04
Pappersförpackningar,5,2022-11-01T13:01:29
Tidningar,13,2022-10-21T11:20:04
Plastförpackningar,16,2022-11-01T13:01:29
Ofärgade glasförpackningar,18,2022-09-02T11:48:06
Färgade glasförpackningar,19,2022-09-02T11:48:06
Städning,0,2022-11-04T11:39:39
Pappersförpackningar,5,2022-11-08T09:27:30
Plastförpackningar,16,2022-11-08T09:27:30
Pappersförpackningar,5,2022-11-15T09:34:35
Plastförpackningar,16,2022-11-15T09:34:35
Städning,0,2022-11-18T11:22:04
Pappersförpackningar,5,2022-11-22T07:56:10
Plastförpackningar,16,2022-11-22T07:56:10
Ofärgade glasförpackningar,18,2022-11-25T11:53:19
Färgade glasförpackningar,19,2022-11-25T11:53:19
Pappersförpackningar,5,2022-11-29T09:49:07
Plastförpackningar,16,2022-11-29T09:49:07
Städning,0,2022-12-02T08:49:47
Pappersförpackningar,5,2022-12-13T09:54:48
Plastförpackningar,16,2022-12-13T09:54:48
Städning,0,2023-01-02T11:20:44
Metallförpackningar,3,2022-12-27T12:07:22
Pappersförpackningar,5,2022-12-31T13:34:54
Tidningar,13,2022-12-27T12:07:22
Plastförpackningar,16,2022-12-26T09:30:43
Städning,0,2023-01-13T14:48:54
Pappersförpackningar,5,2023-01-09T09:40:43
Plastförpackningar,16,2023-01-09T09:40:43
Städning,0,2023-01-16T11:02:26
Pappersförpackningar,5,2023-01-17T10:01:20
Plastförpackningar,16,2023-01-17T10:01:20
Pappersförpackningar,5,2023-01-24T11:06:38
Plastförpackningar,16,2023-01-24T11:06:38
Ofärgade glasförpackningar,18,2023-01-24T11:06:38
Färgade glasförpackningar,19,2023-01-24T11:06:38
Städning,0,2023-01-27T10:10:37
Pappersförpackningar,5,2023-01-31T10:18:29
Plastförpackningar,16,2023-01-31T10:18:29
Pappersförpackningar,5,2023-02-07T13:29:24
Plastförpackningar,16,2023-02-07T13:29:24
Städning,0,2023-02-08T10:19:11
Städning,0,2023-02-13T10:36:37
Metallförpackningar,3,2023-02-14T12:02:28
Pappersförpackningar,5,2023-02-14T12:02:28
Tidningar,13,2023-02-14T12:02:28
Plastförpackningar,16,2023-02-14T12:02:28
Städning,0,2023-02-20T10:48:18
Pappersförpackningar,5,2023-02-21T12:27:21
Plastförpackningar,16,2023-02-21T12:27:21
Städning,0,2023-02-24T10:18:36
Pappersförpackningar,5,2023-02-28T12:20:06
Plastförpackningar,16,2023-02-28T12:20:06
Pappersförpackningar,5,2023-03-07T10:53:54
Plastförpackningar,16,2023-03-07T10:53:54
Städning,0,2023-03-10T11:01:07
Pappersförpackningar,5,2023-03-14T10:47:22
Plastförpackningar,16,2023-03-14T10:47:22
Städning,0,2023-03-17T10:34:14
Pappersförpackningar,5,2023-03-21T09:47:48
Plastförpackningar,16,2023-03-21T09:47:48
Städning,0,2023-03-24T09:42:23
Pappersförpackningar,5,2023-03-28T09:50:10
Plastförpackningar,16,2023-03-28T09:50:10
Metallförpackningar,3,2023-04-04T11:20:01
Pappersförpackningar,5,2023-04-04T11:20:01
Tidningar,13,2023-04-04T11:20:01
Plastförpackningar,16,2023-04-04T11:20:01
Ofärgade glasförpackningar,18,2023-04-05T15:45:00
Färgade glasförpackningar,19,2023-04-05T15:45:00
Städning,0,2023-04-06T10:15:00
Pappersförpackningar,5,2023-04-11T07:47:31
Plastförpackningar,16,2023-04-11T07:47:31
Pappersförpackningar,5,2023-04-18T09:48:08
Plastförpackningar,16,2023-04-18T09:48:08
Städning,0,2023-04-21T09:47:58
Städning,0,2023-04-24T10:09:58
Pappersförpackningar,5,2023-04-25T13:08:59
Tidningar,13,2023-04-25T13:08:59
Plastförpackningar,16,2023-04-25T13:08:59
Städning,0,2023-04-28T10:33:38
Pappersförpackningar,5,2023-05-02T08:38:07
Plastförpackningar,16,2023-05-02T08:38:07
Städning,0,2023-05-05T09:44:33
Pappersförpackningar,5,2023-05-09T09:09:20
Plastförpackningar,16,2023-05-09T09:09:20
Pappersförpackningar,5,2023-05-16T09:39:40
Plastförpackningar,16,2023-05-16T09:39:40
Städning,0,2023-05-19T08:30:00
Pappersförpackningar,5,2023-05-23T09:24:48
Plastförpackningar,16,2023-05-23T09:24:48
Pappersförpackningar,5,2023-05-30T09:35:18
Plastförpackningar,16,2023-05-30T09:35:18
Städning,0,2023-06-02T09:59:06
Pappersförpackningar,5,2023-06-06T08:26:02
