material,materialid,maintenance
Städning,0,2022-10-31T07:41:07
Metallförpackningar,3,2022-05-11T06:46:00
Pappersförpackningar,5,2022-11-01T12:00:46
Tidningar,13,2022-03-14T06:01:11
Plastförpackningar,16,2022-10-27T10:58:23
Ofärgade glasförpackningar,18,2022-11-01T11:01:27
Färgade glasförpackningar,19,2022-11-01T11:01:27
Plastförpackningar,16,2022-11-03T13:11:07
Städning,0,2022-11-04T10:26:17
Pappersförpackningar,5,2022-11-04T10:11:23
Pappersförpackningar,5,2022-11-06T13:04:46
Städning,0,2022-11-07T07:29:12
Pappersförpackningar,5,2022-11-08T12:51:44
Plastförpackningar,16,2022-11-10T11:12:19
Städning,0,2022-11-11T08:01:05
Pappersförpackningar,5,2022-11-11T11:19:04
Pappersförpackningar,5,2022-11-13T12:30:53
Städning,0,2022-11-14T07:31:00
Ofärgade glasförpackningar,18,2022-11-14T11:26:15
Färgade glasförpackningar,19,2022-11-14T11:26:15
Pappersförpackningar,5,2022-11-15T10:49:22
Plastförpackningar,16,2022-11-17T11:16:50
Städning,0,2022-11-18T08:12:34
Pappersförpackningar,5,2022-11-18T11:25:09
Pappersförpackningar,5,2022-11-20T11:40:17
Städning,0,2022-11-21T07:45:04
Metallförpackningar,3,2022-11-23T10:38:06
Pappersförpackningar,5,2022-11-22T13:18:14
Plastförpackningar,16,2022-11-24T12:34:39
Städning,0,2022-11-25T08:05:27
Pappersförpackningar,5,2022-11-25T10:31:32
Pappersförpackningar,5,2022-11-27T21:01:47
Städning,0,2022-11-28T07:28:19
Pappersförpackningar,5,2022-11-29T10:35:00
Städning,0,2022-12-12T08:18:06
Pappersförpackningar,5,2022-12-13T14:12:55
Plastförpackningar,16,2022-12-08T11:12:03
Ofärgade glasförpackningar,18,2022-12-06T09:42:50
Färgade glasförpackningar,19,2022-12-06T09:42:50
Städning,0,2023-01-02T08:09:40
Metallförpackningar,3,2022-12-21T08:48:15
Pappersförpackningar,5,2023-01-03T12:30:26
Plastförpackningar,16,2022-12-29T11:39:22
Ofärgade glasförpackningar,18,2022-12-29T07:53:47
Färgade glasförpackningar,19,2022-12-29T07:53:47
Städning,0,2023-01-13T08:08:21
Pappersförpackningar,5,2023-01-13T10:16:04
Plastförpackningar,16,2023-01-12T11:52:33
Ofärgade glasförpackningar,18,2023-01-13T10:19:21
Färgade glasförpackningar,19,2023-01-13T10:19:21
Pappersförpackningar,5,2023-01-15T12:18:56
Städning,0,2023-01-16T07:27:49
Pappersförpackningar,5,2023-01-17T10:31:27
Plastförpackningar,16,2023-01-19T11:03:25
Städning,0,2023-01-20T08:29:23
Pappersförpackningar,5,2023-01-20T10:39:04
Pappersförpackningar,5,2023-01-22T11:15:41
Städning,0,2023-01-23T07:42:42
Pappersförpackningar,5,2023-01-24T10:29:45
Plastförpackningar,16,2023-01-26T12:38:00
Ofärgade glasförpackningar,18,2023-01-23T10:30:15
Färgade glasförpackningar,19,2023-01-23T10:30:15
Städning,0,2023-01-27T09:09:46
Pappersförpackningar,5,2023-01-27T10:20:29
Pappersförpackningar,5,2023-01-29T12:41:05
Städning,0,2023-01-30T07:26:45
Pappersförpackningar,5,2023-01-31T10:09:21
Plastförpackningar,16,2023-02-02T10:47:12
Städning,0,2023-02-03T08:16:17
Pappersförpackningar,5,2023-02-03T10:05:23
Ofärgade glasförpackningar,18,2023-02-03T09:55:59
Färgade glasförpackningar,19,2023-02-03T09:55:59
Pappersförpackningar,5,2023-02-05T12:24:43
Städning,0,2023-02-06T07:27:07
Pappersförpackningar,5,2023-02-07T10:04:40
Städning,0,2023-02-10T10:43:46
Pappersförpackningar,5,2023-02-10T10:37:32
Plastförpackningar,16,2023-02-09T11:11:34
Pappersförpackningar,5,2023-02-12T11:26:14
Städning,0,2023-02-13T09:34:42
Pappersförpackningar,5,2023-02-14T10:18:18
Plastförpackningar,16,2023-02-16T10:17:05
Ofärgade glasförpackningar,18,2023-02-16T10:00:01
Färgade glasförpackningar,19,2023-02-16T10:00:01
Städning,0,2023-02-17T08:07:55
Pappersförpackningar,5,2023-02-17T10:04:24
Pappersförpackningar,5,2023-02-19T12:35:10
Städning,0,2023-02-20T07:38:46
Pappersförpackningar,5,2023-02-21T10:08:41
Plastförpackningar,16,2023-02-23T11:19:31
Städning,0,2023-02-24T08:57:19
Pappersförpackningar,5,2023-02-24T10:06:43
Pappersförpackningar,5,2023-02-26T12:19:18
Städning,0,2023-02-27T07:41:12
Pappersförpackningar,5,2023-02-28T10:04:19
Ofärgade glasförpackningar,18,2023-02-28T12:17:12
Färgade glasförpackningar,19,2023-02-28T12:17:12
Plastförpackningar,16,2023-03-02T12:51:25
Städning,0,2023-03-03T08:49:33
Pappersförpackningar,5,2023-03-03T13:25:34
Pappersförpackningar,5,2023-03-05T10:45:15
Städning,0,2023-03-06T07:38:57
Pappersförpackningar,5,2023-03-07T11:09:53
Plastförpackningar,16,2023-03-09T11:31:19
Städning,0,2023-03-10T08:20:11
Pappersförpackningar,5,2023-03-10T10:11:14
Pappersförpackningar,5,2023-03-12T12:19:31
Städning,0,2023-03-13T08:30:23
Pappersförpackningar,5,2023-03-14T10:03:44
Ofärgade glasförpackningar,18,2023-03-15T07:57:35
Färgade glasförpackningar,19,2023-03-15T07:57:35
Plastförpackningar,16,2023-03-16T11:00:16
Städning,0,2023-03-17T07:56:13
Pappersförpackningar,5,2023-03-17T10:06:59
Pappersförpackningar,5,2023-03-19T12:00:29
Städning,0,2023-03-20T07:39:20
Pappersförpackningar,5,2023-03-21T10:33:08
Plastförpackningar,16,2023-03-23T11:10:22
Städning,0,2023-03-24T08:27:44
Pappersförpackningar,5,2023-03-24T14:58:30
Pappersförpackningar,5,2023-03-26T11:50:26
Städning,0,2023-03-27T10:48:04
Ofärgade glasförpackningar,18,2023-03-27T08:04:33
