material,materialid,maintenance
Städning,0,2022-11-01T14:55:39
Metallförpackningar,3,2022-10-27T17:55:35
Pappersförpackningar,5,2022-10-31T14:24:52
Tidningar,13,2022-01-17T17:30:39
Plastförpackningar,16,2022-11-01T11:48:17
Ofärgade glasförpackningar,18,2022-10-31T10:23:15
Färgade glasförpackningar,19,2022-10-31T10:23:15
Städning,0,2022-11-04T15:39:24
Pappersförpackningar,5,2022-11-04T17:35:06
Pappersförpackningar,5,2022-11-05T13:44:07
Plastförpackningar,16,2022-11-05T11:32:48
Pappersförpackningar,5,2022-11-07T14:38:37
Ofärgade glasförpackningar,18,2022-11-07T10:35:44
Färgade glasförpackningar,19,2022-11-07T10:35:44
Städning,0,2022-11-08T14:35:42
Plastförpackningar,16,2022-11-08T10:23:03
Städning,0,2022-11-11T15:13:53
Pappersförpackningar,5,2022-11-11T11:10:10
Pappersförpackningar,5,2022-11-12T15:06:37
Plastförpackningar,16,2022-11-12T10:12:59
Pappersförpackningar,5,2022-11-14T13:24:23
Städning,0,2022-11-15T14:04:28
Plastförpackningar,16,2022-11-15T14:09:54
Ofärgade glasförpackningar,18,2022-11-15T09:55:55
Färgade glasförpackningar,19,2022-11-15T09:55:55
Städning,0,2022-11-18T15:00:25
Pappersförpackningar,5,2022-11-18T14:46:18
Pappersförpackningar,5,2022-11-19T08:36:07
Plastförpackningar,16,2022-11-19T14:53:14
Pappersförpackningar,5,2022-11-21T15:08:25
Städning,0,2022-11-22T14:55:59
Plastförpackningar,16,2022-11-22T16:48:37
Städning,0,2022-11-25T13:26:18
Metallförpackningar,3,2022-11-25T17:46:50
Pappersförpackningar,5,2022-11-25T14:50:52
Pappersförpackningar,5,2022-11-26T13:25:34
Plastförpackningar,16,2022-11-26T11:05:40
Pappersförpackningar,5,2022-11-28T14:01:37
Ofärgade glasförpackningar,18,2022-11-28T10:35:18
Färgade glasförpackningar,19,2022-11-28T10:35:18
Städning,0,2022-11-29T14:49:01
Plastförpackningar,16,2022-11-29T12:37:48
Städning,0,2022-12-13T09:08:41
Pappersförpackningar,5,2022-12-12T15:21:26
Plastförpackningar,16,2022-12-13T13:53:33
Ofärgade glasförpackningar,18,2022-12-08T11:20:08
Färgade glasförpackningar,19,2022-12-08T11:20:08
Städning,0,2023-01-03T14:31:12
Metallförpackningar,3,2022-12-22T14:38:56
Pappersförpackningar,5,2023-01-02T13:57:59
Plastförpackningar,16,2023-01-03T14:08:09
Ofärgade glasförpackningar,18,2022-12-28T08:40:22
Färgade glasförpackningar,19,2022-12-28T08:40:22
Städning,0,2023-01-13T15:00:50
Pappersförpackningar,5,2023-01-14T14:11:20
Plastförpackningar,16,2023-01-14T09:59:23
Ofärgade glasförpackningar,18,2023-01-06T09:44:18
Färgade glasförpackningar,19,2023-01-06T09:44:18
Pappersförpackningar,5,2023-01-16T13:31:51
Städning,0,2023-01-17T13:26:45
Plastförpackningar,16,2023-01-17T12:38:17
Metallförpackningar,3,2023-01-19T17:39:07
Städning,0,2023-01-20T13:33:34
Pappersförpackningar,5,2023-01-20T16:51:17
Plastförpackningar,16,2023-01-21T14:42:27
Pappersförpackningar,5,2023-01-23T15:50:26
Städning,0,2023-01-24T08:59:12
Plastförpackningar,16,2023-01-24T12:12:52
Ofärgade glasförpackningar,18,2023-01-24T11:06:29
Färgade glasförpackningar,19,2023-01-24T11:06:29
Städning,0,2023-01-27T10:39:00
Pappersförpackningar,5,2023-01-27T13:05:02
Pappersförpackningar,5,2023-01-28T17:02:13
Plastförpackningar,16,2023-01-28T12:09:06
Pappersförpackningar,5,2023-01-30T13:38:52
Städning,0,2023-01-31T13:29:47
Plastförpackningar,16,2023-01-31T12:58:03
Ofärgade glasförpackningar,18,2023-02-01T09:28:05
Färgade glasförpackningar,19,2023-02-01T09:28:05
Städning,0,2023-02-03T12:50:22
Pappersförpackningar,5,2023-02-03T14:32:00
Pappersförpackningar,5,2023-02-04T13:00:20
Plastförpackningar,16,2023-02-04T10:49:49
Pappersförpackningar,5,2023-02-06T13:06:56
Städning,0,2023-02-07T11:52:08
Plastförpackningar,16,2023-02-07T11:09:23
Städning,0,2023-02-10T12:07:28
Pappersförpackningar,5,2023-02-10T14:01:44
Pappersförpackningar,5,2023-02-11T08:09:19
Plastförpackningar,16,2023-02-11T14:26:27
Pappersförpackningar,5,2023-02-13T12:50:47
Ofärgade glasförpackningar,18,2023-02-13T09:44:44
Färgade glasförpackningar,19,2023-02-13T09:44:44
Städning,0,2023-02-14T10:04:47
Plastförpackningar,16,2023-02-14T11:05:02
Metallförpackningar,3,2023-02-16T14:59:12
Städning,0,2023-02-17T11:50:32
Pappersförpackningar,5,2023-02-17T14:32:50
Pappersförpackningar,5,2023-02-18T13:43:59
Plastförpackningar,16,2023-02-18T11:07:17
Pappersförpackningar,5,2023-02-20T12:48:04
Städning,0,2023-02-21T11:15:06
Plastförpackningar,16,2023-02-21T13:41:48
Ofärgade glasförpackningar,18,2023-02-22T11:03:34
Färgade glasförpackningar,19,2023-02-22T11:03:34
Städning,0,2023-02-24T12:32:51
Pappersförpackningar,5,2023-02-24T14:40:16
Pappersförpackningar,5,2023-02-25T16:49:02
Plastförpackningar,16,2023-02-25T08:46:11
Pappersförpackningar,5,2023-02-27T13:54:51
Städning,0,2023-02-28T11:29:32
Plastförpackningar,16,2023-02-28T10:57:12
Städning,0,2023-03-03T12:34:50
Pappersförpackningar,5,2023-03-03T14:21:12
Pappersförpackningar,5,2023-03-04T09:24:06
Plastförpackningar,16,2023-03-04T15:18:13
Pappersförpackningar,5,2023-03-06T14:13:10
Städning,0,2023-03-07T12:08:19
Plastförpackningar,16,2023-03-07T12:57:58
Ofärgade glasförpackningar,18,2023-03-08T10:14:20
Färgade glasförpackningar,19,2023-03-08T10:14:20
Städning,0,2023-03-10T11:42:40
Pappersförpackningar,5,2023-03-10T13:55:56
Pappersförpackningar,5,2023-03-11T08:13:03
Plastförpackningar,16,2023-03-11T14:21:08
Pappersförpackningar,5,2023-03-13T18:38:30
Städning,0,2023-03-14T12:37:00
Plastförpackningar,16,2023-03-14T13:09:50
Metallförpackningar,3,2023-03-15T12:39:13
Städning,0,2023-03-17T13:40:57
Pappersförpackningar,5,2023-03-17T14:14:21
Pappersförpackningar,5,2023-03-18T13:43:38
Plastförpackningar,16,2023-03-18T10:01:22
Pappersförpackningar,5,2023-03-20T15:48:26
Städning,0,2023-03-21T09:48:00
Plastförpackningar,16,2023-03-21T11:13:56
Ofärgade glasförpackningar,18,2023-03-23T10:44:20
Färgade glasförpackningar,19,2023-03-23T10:44:20
Städning,0,2023-03-24T12:11:48
Pappersförpackningar,5,2023-03-24T14:28:19
Pappersförpackningar,5,2023-03-25T08:06:47
Plastförpackningar,16,2023-03-25T14:23:13
Pappersförpackningar,5,2023-03-27T14:22:11
Städning,0,2023-03-28T11:36:22
Plastförpackningar,16,2023-03-28T10:46:16
Städning,0,2023-03-31T12:15:12
Pappersförpackningar,5,2023-03-31T14:02:19
Pappersförpackningar,5,2023-04-01T13:24:58
Plastförpackningar,16,2023-04-01T10:42:56
Pappersförpackningar,5,2023-04-03T12:49:13
Städning,0,2023-04-04T11:44:58
Plastförpackningar,16,2023-04-04T14:56:30
Städning,0,2023-04-07T13:23:17
Pappersförpackningar,5,2023-04-07T13:35:19
Pappersförpackningar,5,2023-04-08T12:22:48
Plastförpackningar,16,2023-04-08T09:21:20
Pappersförpackningar,5,2023-04-10T13:11:22
Städning,0,2023-04-11T12:58:43
Plastförpackningar,16,2023-04-11T11:22:59
Metallförpackningar,3,2023-04-12T14:36:26
Ofärgade glasförpackningar,18,2023-04-13T12:39:26
Färgade glasförpackningar,19,2023-04-13T12:39:26
Städning,0,2023-04-14T12:51:53
Pappersförpackningar,5,2023-04-14T14:06:59
Plastförpackningar,16,2023-04-15T14:29:59
Pappersförpackningar,5,2023-04-17T14:27:02
Städning,0,2023-04-18T11:56:57
Plastförpackningar,16,2023-04-18T11:07:31
Städning,0,2023-04-21T11:44:33
Pappersförpackningar,5,2023-04-21T13:27:25
Pappersförpackningar,5,2023-04-22T12:29:11
Plastförpackningar,16,2023-04-22T09:17:01
Pappersförpackningar,5,2023-04-24T15:04:39
Ofärgade glasförpackningar,18,2023-04-24T10:22:57
Färgade glasförpackningar,19,2023-04-24T10:22:57
Städning,0,2023-04-25T11:10:54
Plastförpackningar,16,2023-04-25T13:15:37
Städning,0,2023-04-28T11:51:34
Pappersförpackningar,5,2023-04-28T13:47:33
Pappersförpackningar,5,2023-04-29T17:48:57
Plastförpackningar,16,2023-04-29T09:35:17
Pappersförpackningar,5,2023-05-01T13:44:56
Städning,0,2023-05-02T11:36:58
Plastförpackningar,16,2023-05-02T11:48:32
Städning,0,2023-05-05T15:31:57
Pappersförpackningar,5,2023-05-05T14:08:33
Ofärgade glasförpackningar,18,2023-05-05T13:56:48
Färgade glasförpackningar,19,2023-05-05T13:56:48
Pappersförpackningar,5,2023-05-06T07:16:59
Plastförpackningar,16,2023-05-06T13:04:41
Pappersförpackningar,5,2023-05-08T17:50:44
Städning,0,2023-05-09T13:01:19
Plastförpackningar,16,2023-05-09T11:09:09
Metallförpackningar,3,2023-05-10T16:40:33
Städning,0,2023-05-12T12:51:13
Pappersförpackningar,5,2023-05-12T13:41:13
Ofärgade glasförpackningar,18,2023-05-12T09:09:49
Färgade glasförpackningar,19,2023-05-12T09:09:49
Pappersförpackningar,5,2023-05-13T13:51:52
Plastförpackningar,16,2023-05-13T10:49:27
Städning,0,2023-05-16T15:10:15
Pappersförpackningar,5,2023-05-15T13:04:16
Plastförpackningar,16,2023-05-16T11:49:36
Städning,0,2023-05-19T13:15:00
Pappersförpackningar,5,2023-05-19T14:05:33
Pappersförpackningar,5,2023-05-20T14:49:08
Plastförpackningar,16,2023-05-20T10:31:11
Pappersförpackningar,5,2023-05-22T13:37:43
Ofärgade glasförpackningar,18,2023-05-22T09:01:26
Färgade glasförpackningar,19,2023-05-22T09:01:26
Städning,0,2023-05-23T12:29:15
Plastförpackningar,16,2023-05-23T12:58:59
Städning,0,2023-05-26T10:53:32
Pappersförpackningar,5,2023-05-26T13:57:06
Pappersförpackningar,5,2023-05-27T13:09:10
Plastförpackningar,16,2023-05-27T10:15:31
Ofärgade glasförpackningar,18,2023-05-28T09:26:37
Färgade glasförpackningar,19,2023-05-28T09:26:37
Pappersförpackningar,5,2023-05-29T15:31:17
Städning,0,2023-05-30T12:47:39
Plastförpackningar,16,2023-05-30T14:08:46
Städning,0,2023-06-02T10:09:25
Pappersförpackningar,5,2023-06-02T14:57:52
Plastförpackningar,16,2023-06-03T14:40:07
Städning,0,2023-06-06T11:37:54
