material,materialid,maintenance
Städning,0,2022-11-01T06:34:49
Metallförpackningar,3,2022-10-06T13:03:11
Pappersförpackningar,5,2022-10-31T14:47:11
Tidningar,13,2022-09-07T15:08:35
Plastförpackningar,16,2022-11-01T13:47:59
Ofärgade glasförpackningar,18,2022-10-17T14:35:31
Färgade glasförpackningar,19,2022-10-17T14:35:31
Städning,0,2022-11-02T06:15:46
Pappersförpackningar,5,2022-11-02T10:45:59
Städning,0,2022-11-03T06:45:16
Metallförpackningar,3,2022-11-03T21:13:54
Städning,0,2022-11-04T06:07:18
Pappersförpackningar,5,2022-11-04T17:01:43
Plastförpackningar,16,2022-11-05T08:35:22
Städning,0,2022-11-06T08:06:33
Pappersförpackningar,5,2022-11-06T14:56:48
Städning,0,2022-11-07T06:23:25
Pappersförpackningar,5,2022-11-07T16:39:43
Städning,0,2022-11-08T06:28:25
Plastförpackningar,16,2022-11-08T14:15:12
Städning,0,2022-11-09T06:17:49
Pappersförpackningar,5,2022-11-09T15:43:57
Ofärgade glasförpackningar,18,2022-11-09T10:35:44
Färgade glasförpackningar,19,2022-11-09T10:35:44
Städning,0,2022-11-10T06:47:29
Städning,0,2022-11-11T06:03:30
Pappersförpackningar,5,2022-11-11T17:14:55
Plastförpackningar,16,2022-11-12T15:51:32
Städning,0,2022-11-13T07:43:44
Pappersförpackningar,5,2022-11-13T18:13:34
Städning,0,2022-11-14T06:21:57
Pappersförpackningar,5,2022-11-14T17:26:30
Tidningar,13,2022-11-14T13:19:35
Städning,0,2022-11-15T06:28:23
Plastförpackningar,16,2022-11-15T13:41:49
Städning,0,2022-11-16T06:21:19
Pappersförpackningar,5,2022-11-16T21:54:16
Städning,0,2022-11-17T06:54:02
Städning,0,2022-11-18T06:14:00
Pappersförpackningar,5,2022-11-18T16:29:56
Plastförpackningar,16,2022-11-19T14:00:34
Städning,0,2022-11-20T07:48:42
Pappersförpackningar,5,2022-11-20T14:57:24
Städning,0,2022-11-21T06:14:47
Pappersförpackningar,5,2022-11-21T13:59:12
Städning,0,2022-11-23T06:31:18
Plastförpackningar,16,2022-11-22T18:14:44
Städning,0,2022-11-24T06:43:04
Städning,0,2022-11-25T06:08:19
Pappersförpackningar,5,2022-11-25T17:16:49
Plastförpackningar,16,2022-11-26T15:47:56
Städning,0,2022-11-27T12:21:22
Städning,0,2022-11-28T06:34:56
