material,materialid,maintenance
Städning,0,2022-11-01T17:21:25
Metallförpackningar,3,2022-10-13T06:41:28
Pappersförpackningar,5,2022-10-31T08:12:48
Plastförpackningar,16,2022-10-26T08:05:11
Ofärgade glasförpackningar,18,2022-10-30T12:51:55
Färgade glasförpackningar,19,2022-10-30T12:51:55
Pappersförpackningar,5,2022-11-02T13:44:05
Plastförpackningar,16,2022-11-02T09:03:10
Städning,0,2022-11-03T15:14:09
Pappersförpackningar,5,2022-11-04T08:25:07
Städning,0,2022-11-06T14:17:12
Pappersförpackningar,5,2022-11-06T09:00:20
Ofärgade glasförpackningar,18,2022-11-06T15:36:09
Färgade glasförpackningar,19,2022-11-06T15:36:09
Pappersförpackningar,5,2022-11-07T08:03:51
Städning,0,2022-11-08T15:36:24
Pappersförpackningar,5,2022-11-09T11:17:31
Plastförpackningar,16,2022-11-09T07:28:26
Städning,0,2022-11-10T14:37:05
Metallförpackningar,3,2022-11-10T08:32:23
Städning,0,2022-11-11T09:34:56
Pappersförpackningar,5,2022-11-11T08:26:16
Städning,0,2022-11-13T10:26:39
Pappersförpackningar,5,2022-11-13T12:13:46
Ofärgade glasförpackningar,18,2022-11-13T08:24:49
Färgade glasförpackningar,19,2022-11-13T08:24:49
Pappersförpackningar,5,2022-11-14T11:05:25
Städning,0,2022-11-15T15:33:18
Pappersförpackningar,5,2022-11-16T11:29:29
Plastförpackningar,16,2022-11-16T07:11:15
Städning,0,2022-11-17T14:55:40
Pappersförpackningar,5,2022-11-18T08:33:36
Städning,0,2022-11-19T08:21:00
Städning,0,2022-11-20T10:29:07
Pappersförpackningar,5,2022-11-20T08:33:01
Ofärgade glasförpackningar,18,2022-11-20T14:21:27
Färgade glasförpackningar,19,2022-11-20T14:21:27
Pappersförpackningar,5,2022-11-21T14:04:59
Städning,0,2022-11-22T17:23:39
Pappersförpackningar,5,2022-11-23T14:04:20
Plastförpackningar,16,2022-11-23T08:59:11
Städning,0,2022-11-24T15:36:21
Pappersförpackningar,5,2022-11-25T13:18:36
Städning,0,2022-11-27T18:39:19
Pappersförpackningar,5,2022-11-27T08:39:21
Ofärgade glasförpackningar,18,2022-11-27T15:09:36
Färgade glasförpackningar,19,2022-11-27T15:09:36
Pappersförpackningar,5,2022-11-28T14:23:20
Städning,0,2022-11-29T15:58:49
Städning,0,2022-12-13T15:42:23
Metallförpackningar,3,2022-12-08T07:46:16
Pappersförpackningar,5,2022-12-12T14:06:45
Plastförpackningar,16,2022-12-07T08:33:29
Ofärgade glasförpackningar,18,2022-12-11T12:11:54
Färgade glasförpackningar,19,2022-12-11T12:11:54
Städning,0,2023-01-01T15:09:00
Pappersförpackningar,5,2023-01-02T14:11:42
Plastförpackningar,16,2023-01-02T07:38:17
Ofärgade glasförpackningar,18,2022-12-25T09:56:08
Färgade glasförpackningar,19,2022-12-25T09:56:08
Städning,0,2023-01-12T16:39:32
Metallförpackningar,3,2023-01-05T09:13:53
Pappersförpackningar,5,2023-01-13T12:20:09
Plastförpackningar,16,2023-01-11T08:40:13
Ofärgade glasförpackningar,18,2023-01-08T13:37:44
Färgade glasförpackningar,19,2023-01-08T13:37:44
Städning,0,2023-01-15T09:09:35
Pappersförpackningar,5,2023-01-15T09:31:29
Ofärgade glasförpackningar,18,2023-01-15T12:11:24
Färgade glasförpackningar,19,2023-01-15T12:11:24
Pappersförpackningar,5,2023-01-16T13:05:38
Städning,0,2023-01-17T16:53:45
Pappersförpackningar,5,2023-01-18T13:15:40
Plastförpackningar,16,2023-01-18T08:25:05
Städning,0,2023-01-19T15:03:05
Pappersförpackningar,5,2023-01-20T12:31:36
Städning,0,2023-01-21T10:00:20
Städning,0,2023-01-22T10:19:11
Pappersförpackningar,5,2023-01-22T08:25:54
Ofärgade glasförpackningar,18,2023-01-22T08:54:06
Färgade glasförpackningar,19,2023-01-22T08:54:06
Städning,0,2023-01-24T16:10:12
Städning,0,2023-01-26T15:18:10
Pappersförpackningar,5,2023-01-25T13:42:57
Plastförpackningar,16,2023-01-25T08:03:13
Pappersförpackningar,5,2023-01-27T13:06:00
Städning,0,2023-01-29T21:35:30
Pappersförpackningar,5,2023-01-29T16:19:25
Pappersförpackningar,5,2023-01-30T13:07:44
Städning,0,2023-01-31T16:36:35
Ofärgade glasförpackningar,18,2023-01-31T07:57:49
Färgade glasförpackningar,19,2023-01-31T07:57:49
Pappersförpackningar,5,2023-02-01T13:02:10
Plastförpackningar,16,2023-02-01T08:12:33
Städning,0,2023-02-02T14:56:32
Metallförpackningar,3,2023-02-02T08:23:53
Pappersförpackningar,5,2023-02-03T13:27:52
Städning,0,2023-02-05T10:59:34
Pappersförpackningar,5,2023-02-05T11:03:49
Pappersförpackningar,5,2023-02-06T13:47:33
Ofärgade glasförpackningar,18,2023-02-06T15:40:55
Färgade glasförpackningar,19,2023-02-06T15:40:55
Städning,0,2023-02-07T15:42:06
Pappersförpackningar,5,2023-02-08T13:21:38
Plastförpackningar,16,2023-02-08T08:12:30
Städning,0,2023-02-09T15:07:35
Pappersförpackningar,5,2023-02-10T12:38:44
Städning,0,2023-02-12T12:53:00
Pappersförpackningar,5,2023-02-12T16:14:26
Pappersförpackningar,5,2023-02-13T13:06:58
Städning,0,2023-02-14T15:16:31
Pappersförpackningar,5,2023-02-15T13:30:53
Plastförpackningar,16,2023-02-15T08:28:18
Städning,0,2023-02-16T15:38:46
Pappersförpackningar,5,2023-02-17T13:08:13
Städning,0,2023-02-19T14:45:48
Pappersförpackningar,5,2023-02-19T08:32:59
Pappersförpackningar,5,2023-02-20T12:53:55
Ofärgade glasförpackningar,18,2023-02-20T19:17:56
Färgade glasförpackningar,19,2023-02-20T19:17:56
Städning,0,2023-02-21T15:34:12
Pappersförpackningar,5,2023-02-22T15:17:40
Plastförpackningar,16,2023-02-22T08:25:13
Städning,0,2023-02-23T14:35:27
Pappersförpackningar,5,2023-02-24T12:52:24
Städning,0,2023-02-26T12:47:04
Pappersförpackningar,5,2023-02-26T17:09:46
Pappersförpackningar,5,2023-02-27T13:19:08
Städning,0,2023-02-28T15:33:26
Ofärgade glasförpackningar,18,2023-02-28T17:01:46
Färgade glasförpackningar,19,2023-02-28T17:01:46
Pappersförpackningar,5,2023-03-01T13:27:56
Plastförpackningar,16,2023-03-01T08:26:33
Städning,0,2023-03-02T14:43:50
Metallförpackningar,3,2023-03-02T09:31:31
Pappersförpackningar,5,2023-03-03T13:40:30
Städning,0,2023-03-05T13:55:09
Pappersförpackningar,5,2023-03-05T08:35:49
Pappersförpackningar,5,2023-03-06T13:33:51
Städning,0,2023-03-07T15:43:47
Ofärgade glasförpackningar,18,2023-03-07T10:01:56
Färgade glasförpackningar,19,2023-03-07T10:01:56
Pappersförpackningar,5,2023-03-08T17:33:16
Plastförpackningar,16,2023-03-08T08:36:16
Städning,0,2023-03-09T15:13:00
Pappersförpackningar,5,2023-03-10T14:15:23
Städning,0,2023-03-12T12:36:22
Pappersförpackningar,5,2023-03-12T13:43:23
Pappersförpackningar,5,2023-03-13T13:59:21
Städning,0,2023-03-14T15:54:50
Ofärgade glasförpackningar,18,2023-03-14T08:44:17
Färgade glasförpackningar,19,2023-03-14T08:44:17
Pappersförpackningar,5,2023-03-15T13:46:37
Plastförpackningar,16,2023-03-15T08:25:06
Städning,0,2023-03-16T14:26:52
Pappersförpackningar,5,2023-03-17T13:16:11
Städning,0,2023-03-19T13:38:13
Pappersförpackningar,5,2023-03-19T08:02:18
Pappersförpackningar,5,2023-03-20T13:17:34
Städning,0,2023-03-21T15:49:49
Pappersförpackningar,5,2023-03-22T13:57:12
Plastförpackningar,16,2023-03-22T07:47:39
Städning,0,2023-03-23T15:13:55
Ofärgade glasförpackningar,18,2023-03-23T16:27:22
Färgade glasförpackningar,19,2023-03-23T16:27:22
Pappersförpackningar,5,2023-03-24T11:02:46
Städning,0,2023-03-26T13:15:23
Pappersförpackningar,5,2023-03-26T09:26:10
Pappersförpackningar,5,2023-03-27T13:17:58
Städning,0,2023-03-28T15:19:24
Pappersförpackningar,5,2023-03-29T13:12:51
Plastförpackningar,16,2023-03-29T08:23:57
Städning,0,2023-03-30T14:24:46
Metallförpackningar,3,2023-03-30T07:45:17
Pappersförpackningar,5,2023-03-31T13:23:02
Städning,0,2023-04-02T11:51:09
Pappersförpackningar,5,2023-04-02T08:21:29
Pappersförpackningar,5,2023-04-03T13:02:15
Städning,0,2023-04-04T15:19:46
Ofärgade glasförpackningar,18,2023-04-04T08:12:50
Färgade glasförpackningar,19,2023-04-04T08:12:50
Pappersförpackningar,5,2023-04-05T15:09:03
Plastförpackningar,16,2023-04-05T08:22:11
Städning,0,2023-04-06T14:46:10
Pappersförpackningar,5,2023-04-07T12:53:45
Städning,0,2023-04-09T13:13:21
Pappersförpackningar,5,2023-04-09T11:19:07
Pappersförpackningar,5,2023-04-10T15:42:51
Städning,0,2023-04-11T16:18:22
Ofärgade glasförpackningar,18,2023-04-11T14:31:16
Pappersförpackningar,5,2023-04-12T11:10:46
Plastförpackningar,16,2023-04-12T08:15:14
Städning,0,2023-04-13T15:10:35
Pappersförpackningar,5,2023-04-14T10:41:48
Städning,0,2023-04-16T13:54:12
Pappersförpackningar,5,2023-04-16T08:04:37
Pappersförpackningar,5,2023-04-17T13:15:39
Städning,0,2023-04-18T16:09:07
Ofärgade glasförpackningar,18,2023-04-18T09:09:39
Färgade glasförpackningar,19,2023-04-18T09:09:39
Pappersförpackningar,5,2023-04-19T15:12:51
Plastförpackningar,16,2023-04-19T09:02:02
Städning,0,2023-04-20T14:46:49
Pappersförpackningar,5,2023-04-21T11:27:29
Städning,0,2023-04-23T13:21:13
Pappersförpackningar,5,2023-04-24T13:08:03
Ofärgade glasförpackningar,18,2023-04-24T19:21:46
Färgade glasförpackningar,19,2023-04-24T19:21:46
Städning,0,2023-04-25T16:45:31
Pappersförpackningar,5,2023-04-26T10:38:17
Plastförpackningar,16,2023-04-26T08:08:33
Städning,0,2023-04-27T15:04:38
Metallförpackningar,3,2023-04-27T09:05:13
Pappersförpackningar,5,2023-04-28T10:53:29
Städning,0,2023-04-30T14:11:13
Pappersförpackningar,5,2023-04-30T08:46:26
Pappersförpackningar,5,2023-05-01T14:03:20
Ofärgade glasförpackningar,18,2023-05-01T20:57:37
Färgade glasförpackningar,19,2023-05-01T20:57:37
Städning,0,2023-05-02T15:30:07
Pappersförpackningar,5,2023-05-03T14:43:33
Plastförpackningar,16,2023-05-03T10:15:22
Städning,0,2023-05-04T14:42:11
Pappersförpackningar,5,2023-05-05T10:53:57
Städning,0,2023-05-07T16:10:15
Pappersförpackningar,5,2023-05-07T11:23:06
Pappersförpackningar,5,2023-05-08T12:40:03
Städning,0,2023-05-09T16:00:47
Pappersförpackningar,5,2023-05-10T11:05:45
Plastförpackningar,16,2023-05-10T08:33:10
Ofärgade glasförpackningar,18,2023-05-10T16:52:04
Färgade glasförpackningar,19,2023-05-10T16:52:04
Städning,0,2023-05-11T14:52:45
Pappersförpackningar,5,2023-05-12T11:56:43
Städning,0,2023-05-18T16:29:28
Pappersförpackningar,5,2023-05-17T10:57:05
Plastförpackningar,16,2023-05-17T07:43:10
Ofärgade glasförpackningar,18,2023-05-17T20:28:56
Färgade glasförpackningar,19,2023-05-17T20:28:56
Städning,0,2023-05-19T10:54:15
Pappersförpackningar,5,2023-05-19T11:42:54
Städning,0,2023-05-20T18:00:24
Städning,0,2023-05-21T13:40:36
Pappersförpackningar,5,2023-05-21T14:17:58
Pappersförpackningar,5,2023-05-22T13:26:32
Städning,0,2023-05-23T15:35:55
Pappersförpackningar,5,2023-05-24T11:29:27
Plastförpackningar,16,2023-05-24T08:11:05
Städning,0,2023-05-25T14:44:43
Metallförpackningar,3,2023-05-25T09:04:36
Pappersförpackningar,5,2023-05-26T13:17:11
Städning,0,2023-05-28T12:50:42
Pappersförpackningar,5,2023-05-28T08:06:34
Pappersförpackningar,5,2023-05-29T13:18:30
Städning,0,2023-05-30T16:09:07
Ofärgade glasförpackningar,18,2023-05-30T08:49:54
Färgade glasförpackningar,19,2023-05-30T08:49:54
Pappersförpackningar,5,2023-05-31T11:14:36
Plastförpackningar,16,2023-05-31T07:42:42
Städning,0,2023-06-01T15:24:08
Pappersförpackningar,5,2023-06-02T10:54:24
Städning,0,2023-06-04T12:16:31
Pappersförpackningar,5,2023-06-04T17:53:46
Pappersförpackningar,5,2023-06-05T13:40:26
Städning,0,2023-06-06T16:18:23
Pappersförpackningar,5,2023-06-07T11:47:16
Plastförpackningar,16,2023-06-07T09:14:36
Städning,0,2023-06-08T14:51:24
Pappersförpackningar,5,2023-06-09T11:19:25
Städning,0,2023-06-11T14:15:44
Pappersförpackningar,5,2023-06-11T13:26:53
Pappersförpackningar,5,2023-06-12T11:39:54
