material,materialid,maintenance
Metallförpackningar,3,2022-09-29T08:00:40
Tidningar,13,2022-10-20T07:39:48
Plastförpackningar,16,2022-10-26T08:04:28
Ofärgade glasförpackningar,18,2022-10-20T12:27:11
Färgade glasförpackningar,19,2022-10-20T12:27:11
Plastförpackningar,16,2022-11-02T08:01:29
Tidningar,13,2022-11-03T07:54:46
Plastförpackningar,16,2022-11-09T07:53:40
Plastförpackningar,16,2022-11-16T08:08:02
Ofärgade glasförpackningar,18,2022-11-16T08:24:58
Färgade glasförpackningar,19,2022-11-16T08:24:58
Tidningar,13,2022-11-17T08:05:21
Plastförpackningar,16,2022-11-23T08:18:40
Metallförpackningar,3,2022-11-24T08:09:25
Tidningar,13,2022-12-01T08:02:23
Plastförpackningar,16,2022-12-07T08:04:04
Tidningar,13,2022-12-29T08:21:03
Plastförpackningar,16,2022-12-28T08:07:00
Tidningar,13,2023-01-12T07:58:30
Plastförpackningar,16,2023-01-11T08:10:37
Ofärgade glasförpackningar,18,2023-01-09T09:28:49
Färgade glasförpackningar,19,2023-01-09T09:28:49
Plastförpackningar,16,2023-01-18T08:08:53
Metallförpackningar,3,2023-01-19T08:08:18
Plastförpackningar,16,2023-01-25T08:01:17
Tidningar,13,2023-01-26T08:03:26
Plastförpackningar,16,2023-02-01T08:05:44
Ofärgade glasförpackningar,18,2023-02-06T09:15:02
Färgade glasförpackningar,19,2023-02-06T09:15:02
Plastförpackningar,16,2023-02-08T08:08:24
Tidningar,13,2023-02-09T08:17:05
Plastförpackningar,16,2023-02-15T08:09:54
Plastförpackningar,16,2023-02-22T08:10:50
Tidningar,13,2023-02-23T08:15:57
Plastförpackningar,16,2023-03-01T08:14:13
Plastförpackningar,16,2023-03-08T08:01:44
Tidningar,13,2023-03-09T08:06:42
Ofärgade glasförpackningar,18,2023-03-09T08:43:09
Färgade glasförpackningar,19,2023-03-09T08:43:09
Plastförpackningar,16,2023-03-15T07:57:10
Metallförpackningar,3,2023-03-16T08:01:13
Plastförpackningar,16,2023-03-22T08:10:38
Tidningar,13,2023-03-23T16:14:42
Plastförpackningar,16,2023-03-29T08:01:01
Plastförpackningar,16,2023-04-05T08:08:54
Tidningar,13,2023-04-06T16:19:02
Plastförpackningar,16,2023-04-12T08:04:45
Ofärgade glasförpackningar,18,2023-04-17T08:31:09
Färgade glasförpackningar,19,2023-04-17T08:31:09
Plastförpackningar,16,2023-04-19T07:56:46
Tidningar,13,2023-04-20T16:43:39
Plastförpackningar,16,2023-04-26T07:58:06
Plastförpackningar,16,2023-05-03T08:04:22
Tidningar,13,2023-05-04T16:33:00
