material,materialid,maintenance
Städning,0,2022-11-01T07:24:17
Metallförpackningar,3,2022-09-15T07:31:03
Pappersförpackningar,5,2022-10-31T06:29:41
Plastförpackningar,16,2022-10-19T10:51:59
Ofärgade glasförpackningar,18,2022-10-25T16:20:50
Färgade glasförpackningar,19,2022-10-25T16:20:50
Plastförpackningar,16,2022-11-02T09:59:30
Städning,0,2022-11-03T07:05:14
Städning,0,2022-11-06T11:10:00
Pappersförpackningar,5,2022-11-07T06:29:07
Städning,0,2022-11-08T07:21:39
Städning,0,2022-11-10T07:08:39
Metallförpackningar,3,2022-11-10T07:59:14
Städning,0,2022-11-13T13:14:54
Pappersförpackningar,5,2022-11-14T06:27:31
Städning,0,2022-11-15T07:12:50
Plastförpackningar,16,2022-11-16T08:01:46
Städning,0,2022-11-17T07:03:20
Städning,0,2022-11-20T12:51:04
Pappersförpackningar,5,2022-11-21T15:51:01
Städning,0,2022-11-22T07:19:49
Städning,0,2022-11-24T07:11:20
Städning,0,2022-11-27T19:12:40
Ofärgade glasförpackningar,18,2022-11-27T13:19:32
Färgade glasförpackningar,19,2022-11-27T13:19:32
Pappersförpackningar,5,2022-11-28T16:14:47
Städning,0,2022-11-29T07:21:13
Städning,0,2022-12-13T07:30:38
Pappersförpackningar,5,2022-12-12T15:53:46
Plastförpackningar,16,2022-11-30T09:08:06
Städning,0,2023-01-03T07:42:09
Pappersförpackningar,5,2023-01-02T16:01:28
Plastförpackningar,16,2022-12-28T10:57:48
Ofärgade glasförpackningar,18,2022-12-25T11:46:36
Färgade glasförpackningar,19,2022-12-25T11:46:36
Städning,0,2023-01-12T07:08:33
Metallförpackningar,3,2023-01-05T07:03:54
Pappersförpackningar,5,2023-01-09T14:36:28
Plastförpackningar,16,2023-01-11T09:49:13
Städning,0,2023-01-15T11:17:03
Pappersförpackningar,5,2023-01-16T14:46:00
Städning,0,2023-01-17T07:18:09
Städning,0,2023-01-19T07:05:47
Städning,0,2023-01-22T12:29:55
Städning,0,2023-01-24T07:19:10
Städning,0,2023-01-26T07:08:38
Pappersförpackningar,5,2023-01-23T16:01:09
Plastförpackningar,16,2023-01-25T09:08:10
Städning,0,2023-01-31T07:19:56
Städning,0,2023-02-02T07:15:07
Städning,0,2023-02-05T14:35:53
Pappersförpackningar,5,2023-02-06T15:32:05
Ofärgade glasförpackningar,18,2023-02-06T14:49:28
Färgade glasförpackningar,19,2023-02-06T14:49:28
Städning,0,2023-02-07T07:15:33
Plastförpackningar,16,2023-02-08T09:05:39
Städning,0,2023-02-09T07:07:15
Städning,0,2023-02-12T11:20:37
Pappersförpackningar,5,2023-02-13T14:50:35
Städning,0,2023-02-14T07:32:01
Städning,0,2023-02-16T07:04:01
Städning,0,2023-02-19T12:14:44
Pappersförpackningar,5,2023-02-20T14:33:25
Städning,0,2023-02-21T07:16:52
Plastförpackningar,16,2023-02-22T10:15:41
Städning,0,2023-02-23T07:07:56
Städning,0,2023-02-26T09:40:01
Pappersförpackningar,5,2023-02-27T14:56:44
Städning,0,2023-02-28T07:31:54
Städning,0,2023-03-02T07:07:30
Metallförpackningar,3,2023-03-02T07:03:40
Städning,0,2023-03-05T12:26:48
Pappersförpackningar,5,2023-03-06T15:34:54
Städning,0,2023-03-07T06:59:41
Plastförpackningar,16,2023-03-08T09:52:54
Städning,0,2023-03-09T07:11:39
Städning,0,2023-03-12T13:12:28
Pappersförpackningar,5,2023-03-13T15:40:10
Städning,0,2023-03-14T07:21:13
Ofärgade glasförpackningar,18,2023-03-14T10:02:58
Färgade glasförpackningar,19,2023-03-14T10:02:58
Plastförpackningar,16,2023-03-15T09:28:25
Städning,0,2023-03-16T07:05:44
Städning,0,2023-03-19T11:36:59
Pappersförpackningar,5,2023-03-20T14:48:24
Städning,0,2023-03-21T07:26:01
Plastförpackningar,16,2023-03-22T09:06:27
Städning,0,2023-03-23T07:09:45
Städning,0,2023-03-26T19:18:31
Pappersförpackningar,5,2023-03-27T15:04:51
Städning,0,2023-03-28T07:10:31
Städning,0,2023-03-30T07:11:19
Städning,0,2023-04-02T10:09:35
Pappersförpackningar,5,2023-04-03T14:52:16
Städning,0,2023-04-04T07:16:56
Plastförpackningar,16,2023-04-05T10:08:02
Städning,0,2023-04-06T07:03:06
Städning,0,2023-04-09T15:01:54
Pappersförpackningar,5,2023-04-10T19:07:12
Städning,0,2023-04-11T07:16:03
Städning,0,2023-04-13T06:57:54
Städning,0,2023-04-16T12:51:29
Pappersförpackningar,5,2023-04-17T14:54:17
Städning,0,2023-04-18T07:24:46
Städning,0,2023-04-20T07:02:23
Städning,0,2023-04-23T12:06:30
Pappersförpackningar,5,2023-04-24T15:00:18
Ofärgade glasförpackningar,18,2023-04-24T12:20:11
Färgade glasförpackningar,19,2023-04-24T12:20:11
Städning,0,2023-04-25T07:22:04
Städning,0,2023-04-27T07:08:55
Metallförpackningar,3,2023-04-27T06:52:03
Städning,0,2023-04-30T11:01:06
Städning,0,2023-05-01T10:40:06
Pappersförpackningar,5,2023-05-01T16:45:38
Städning,0,2023-05-02T07:25:59
Plastförpackningar,16,2023-04-19T10:39:00
Plastförpackningar,16,2023-05-03T11:22:34
Städning,0,2023-05-04T07:07:04
