material,materialid,maintenance
Städning,0,2022-10-31T14:42:30
Metallförpackningar,3,2022-11-01T09:12:21
Pappersförpackningar,5,2022-10-31T10:19:25
Tidningar,13,2022-09-20T07:21:52
Plastförpackningar,16,2022-11-01T08:46:03
Ofärgade glasförpackningar,18,2022-10-21T08:38:19
Färgade glasförpackningar,19,2022-10-21T08:38:19
Pappersförpackningar,5,2022-11-03T07:41:53
Städning,0,2022-11-04T13:06:33
Pappersförpackningar,5,2022-11-05T07:35:31
Städning,0,2022-11-07T13:44:07
Pappersförpackningar,5,2022-11-07T10:38:35
Plastförpackningar,16,2022-11-08T08:29:10
Pappersförpackningar,5,2022-11-10T08:13:45
Städning,0,2022-11-11T12:17:16
Pappersförpackningar,5,2022-11-12T11:48:10
Ofärgade glasförpackningar,18,2022-11-13T10:05:25
Färgade glasförpackningar,19,2022-11-13T10:05:25
Städning,0,2022-11-14T13:19:36
Pappersförpackningar,5,2022-11-14T10:37:34
Plastförpackningar,16,2022-11-15T11:45:06
Pappersförpackningar,5,2022-11-17T08:12:44
Städning,0,2022-11-18T13:49:08
Pappersförpackningar,5,2022-11-19T12:55:42
Städning,0,2022-11-21T15:16:40
Pappersförpackningar,5,2022-11-21T13:23:14
Plastförpackningar,16,2022-11-22T11:27:27
Pappersförpackningar,5,2022-11-24T08:04:57
Städning,0,2022-11-25T14:06:15
Pappersförpackningar,5,2022-11-26T11:55:45
Städning,0,2022-11-28T09:55:33
Pappersförpackningar,5,2022-11-28T10:57:50
Metallförpackningar,3,2022-11-29T13:23:42
Plastförpackningar,16,2022-11-29T11:25:51
Städning,0,2022-12-12T08:54:41
Pappersförpackningar,5,2022-12-12T11:00:41
Plastförpackningar,16,2022-12-13T12:25:09
Ofärgade glasförpackningar,18,2022-12-08T09:33:55
Färgade glasförpackningar,19,2022-12-08T09:33:55
Städning,0,2023-01-02T14:26:35
Metallförpackningar,3,2022-12-27T14:47:22
Pappersförpackningar,5,2023-01-02T10:10:28
Plastförpackningar,16,2023-01-03T11:37:35
Ofärgade glasförpackningar,18,2022-12-26T09:04:31
Färgade glasförpackningar,19,2022-12-26T09:04:31
Städning,0,2023-01-13T08:31:22
Pappersförpackningar,5,2023-01-14T07:31:16
Plastförpackningar,16,2023-01-10T10:57:26
Ofärgade glasförpackningar,18,2023-01-11T14:19:37
Färgade glasförpackningar,19,2023-01-11T14:19:37
Städning,0,2023-01-16T08:56:11
Pappersförpackningar,5,2023-01-16T09:43:08
Plastförpackningar,16,2023-01-17T11:50:35
Pappersförpackningar,5,2023-01-19T08:40:00
Städning,0,2023-01-20T08:43:30
Pappersförpackningar,5,2023-01-21T11:42:24
Städning,0,2023-01-23T08:48:18
Pappersförpackningar,5,2023-01-23T10:53:02
Metallförpackningar,3,2023-01-24T07:51:50
