material,materialid,maintenance
Städning,0,2022-10-27T08:48:21
Metallförpackningar,3,2022-10-12T13:20:03
Pappersförpackningar,5,2022-10-31T11:40:09
Tidningar,13,2022-01-09T14:17:16
Plastförpackningar,16,2022-11-01T15:57:49
Ofärgade glasförpackningar,18,2022-10-31T08:38:29
Färgade glasförpackningar,19,2022-10-31T08:38:29
Städning,0,2022-11-03T08:35:43
Pappersförpackningar,5,2022-11-04T09:06:04
Plastförpackningar,16,2022-11-05T10:00:42
Pappersförpackningar,5,2022-11-07T12:12:37
Metallförpackningar,3,2022-11-01T13:06:32
Plastförpackningar,16,2022-11-08T09:27:41
Ofärgade glasförpackningar,18,2022-11-09T11:59:38
Färgade glasförpackningar,19,2022-11-09T11:59:38
Städning,0,2022-11-10T09:21:20
Pappersförpackningar,5,2022-11-11T08:59:33
Plastförpackningar,16,2022-11-12T08:26:05
Pappersförpackningar,5,2022-11-14T08:28:03
Plastförpackningar,16,2022-11-15T16:21:45
Städning,0,2022-11-17T09:24:40
Pappersförpackningar,5,2022-11-18T09:35:23
Plastförpackningar,16,2022-11-19T13:00:28
Pappersförpackningar,5,2022-11-22T08:52:24
Plastförpackningar,16,2022-11-22T10:43:27
Ofärgade glasförpackningar,18,2022-11-22T13:12:50
Färgade glasförpackningar,19,2022-11-22T13:12:50
Städning,0,2022-11-24T09:59:52
Metallförpackningar,3,2022-11-25T13:37:56
Pappersförpackningar,5,2022-11-25T09:07:50
Plastförpackningar,16,2022-11-26T09:38:06
Pappersförpackningar,5,2022-11-28T08:36:11
Plastförpackningar,16,2022-11-29T15:01:40
Städning,0,2022-12-08T14:07:38
Metallförpackningar,3,2022-12-08T16:20:57
Pappersförpackningar,5,2022-12-12T15:35:33
Plastförpackningar,16,2022-12-13T10:18:51
Ofärgade glasförpackningar,18,2022-12-06T07:51:53
Färgade glasförpackningar,19,2022-12-06T07:51:53
Städning,0,2022-12-29T10:53:12
Pappersförpackningar,5,2023-01-02T08:39:34
Plastförpackningar,16,2023-01-03T11:40:17
Ofärgade glasförpackningar,18,2022-12-29T14:42:52
Färgade glasförpackningar,19,2022-12-29T14:42:52
Städning,0,2023-01-12T13:56:22
Metallförpackningar,3,2023-01-05T08:25:48
Pappersförpackningar,5,2023-01-13T08:39:09
Plastförpackningar,16,2023-01-14T08:19:38
Pappersförpackningar,5,2023-01-16T16:32:10
Ofärgade glasförpackningar,18,2023-01-16T07:55:29
Färgade glasförpackningar,19,2023-01-16T07:55:29
Plastförpackningar,16,2023-01-17T08:59:31
Städning,0,2023-01-19T13:32:35
Metallförpackningar,3,2023-01-19T15:52:21
Pappersförpackningar,5,2023-01-20T10:56:43
Plastförpackningar,16,2023-01-21T12:14:59
Pappersförpackningar,5,2023-01-23T09:45:08
Plastförpackningar,16,2023-01-24T08:24:12
Städning,0,2023-01-26T13:30:32
Ofärgade glasförpackningar,18,2023-01-26T13:39:53
Färgade glasförpackningar,19,2023-01-26T13:39:53
Pappersförpackningar,5,2023-01-27T08:04:28
Plastförpackningar,16,2023-01-28T10:36:11
Pappersförpackningar,5,2023-01-30T15:55:50
Plastförpackningar,16,2023-01-31T14:58:53
Städning,0,2023-02-02T06:50:10
Metallförpackningar,3,2023-02-02T12:43:24
Pappersförpackningar,5,2023-02-03T09:17:52
