material,materialid,maintenance
Städning,0,2021-05-17T12:25:04
Metallförpackningar,3,2022-10-20T10:02:35
Pappersförpackningar,5,2022-10-28T14:04:24
Tidningar,13,2022-11-01T11:05:19
Plastförpackningar,16,2022-10-26T13:50:01
Ofärgade glasförpackningar,18,2022-10-18T08:39:07
Färgade glasförpackningar,19,2022-10-18T08:39:07
Plastförpackningar,16,2022-11-02T13:28:53
Pappersförpackningar,5,2022-11-04T13:10:51
Plastförpackningar,16,2022-11-09T13:59:15
Pappersförpackningar,5,2022-11-11T10:04:07
Plastförpackningar,16,2022-11-16T12:31:33
Tidningar,13,2022-11-17T09:56:25
Pappersförpackningar,5,2022-11-18T14:11:26
Plastförpackningar,16,2022-11-23T11:18:41
Metallförpackningar,3,2022-11-24T09:15:47
Pappersförpackningar,5,2022-11-25T14:48:24
Tidningar,13,2022-11-29T08:19:39
Ofärgade glasförpackningar,18,2022-11-29T10:33:39
Färgade glasförpackningar,19,2022-11-29T10:33:39
Tidningar,13,2022-12-13T09:10:11
Plastförpackningar,16,2022-12-07T13:57:56
Metallförpackningar,3,2022-12-29T09:03:35
Pappersförpackningar,5,2022-12-30T14:19:52
Tidningar,13,2022-12-27T08:54:49
Pappersförpackningar,5,2023-01-13T11:45:10
Tidningar,13,2023-01-10T09:01:23
Plastförpackningar,16,2023-01-11T12:55:09
Plastförpackningar,16,2023-01-18T09:30:08
Pappersförpackningar,5,2023-01-20T08:52:29
Tidningar,13,2023-01-24T10:17:23
Plastförpackningar,16,2023-01-25T11:45:46
Ofärgade glasförpackningar,18,2023-01-24T09:40:00
Färgade glasförpackningar,19,2023-01-24T09:40:00
Pappersförpackningar,5,2023-01-27T08:46:59
Plastförpackningar,16,2023-02-01T09:11:43
Metallförpackningar,3,2023-02-02T09:34:23
Plastförpackningar,16,2023-02-08T09:59:11
Pappersförpackningar,5,2023-02-10T14:40:22
Plastförpackningar,16,2023-02-15T09:47:56
Pappersförpackningar,5,2023-02-17T12:39:14
Plastförpackningar,16,2023-02-22T13:25:23
Tidningar,13,2023-02-23T13:31:59
Pappersförpackningar,5,2023-02-24T11:02:32
Plastförpackningar,16,2023-03-01T10:41:51
Pappersförpackningar,5,2023-03-03T08:52:03
Plastförpackningar,16,2023-03-08T13:01:04
Pappersförpackningar,5,2023-03-10T11:12:10
Pappersförpackningar,5,2023-03-17T08:08:04
Plastförpackningar,16,2023-03-15T11:28:48
Tidningar,13,2023-03-21T08:44:30
Plastförpackningar,16,2023-03-22T13:19:20
Pappersförpackningar,5,2023-03-24T07:55:54
Ofärgade glasförpackningar,18,2023-03-27T07:30:27
Färgade glasförpackningar,19,2023-03-27T07:30:27
Tidningar,13,2023-04-04T09:25:08
Plastförpackningar,16,2023-04-05T11:32:55
Pappersförpackningar,5,2023-04-07T15:32:42
Plastförpackningar,16,2023-04-12T13:30:57
Metallförpackningar,3,2023-04-13T09:27:13
Pappersförpackningar,5,2023-04-14T13:57:37
Tidningar,13,2023-04-18T08:54:30
Plastförpackningar,16,2023-04-19T13:00:18
Pappersförpackningar,5,2023-04-21T09:25:34
Plastförpackningar,16,2023-04-26T12:51:27
Pappersförpackningar,5,2023-04-28T13:07:43
Tidningar,13,2023-05-02T09:14:48
Plastförpackningar,16,2023-05-03T12:34:38
Pappersförpackningar,5,2023-05-05T14:16:38
Plastförpackningar,16,2023-05-10T14:12:08
Ofärgade glasförpackningar,18,2023-05-11T07:08:35
Färgade glasförpackningar,19,2023-05-11T07:08:35
Pappersförpackningar,5,2023-05-12T10:07:53
Tidningar,13,2023-05-16T09:08:41
Plastförpackningar,16,2023-05-17T11:17:12
Pappersförpackningar,5,2023-05-19T09:59:02
Plastförpackningar,16,2023-05-24T09:40:53
Metallförpackningar,3,2023-05-25T10:52:24
Pappersförpackningar,5,2023-05-26T09:31:12
Tidningar,13,2023-05-30T08:42:52
Plastförpackningar,16,2023-05-31T13:26:50
Pappersförpackningar,5,2023-06-02T14:56:06
Plastförpackningar,16,2023-06-07T08:46:18
Pappersförpackningar,5,2023-06-09T09:23:47
Tidningar,13,2023-06-13T09:00:25
Plastförpackningar,16,2023-06-14T10:57:18
Pappersförpackningar,5,2023-06-16T10:54:28
Plastförpackningar,16,2023-06-21T15:49:16
Metallförpackningar,3,2023-06-22T10:03:22
Pappersförpackningar,5,2023-06-23T07:54:22
Pappersförpackningar,5,2023-06-26T13:40:42
Ofärgade glasförpackningar,18,2023-06-26T14:04:54
Färgade glasförpackningar,19,2023-06-26T14:04:54
Tidningar,13,2023-06-27T10:27:25
Plastförpackningar,16,2023-06-28T11:44:18
Pappersförpackningar,5,2023-06-30T09:05:17
Pappersförpackningar,5,2023-07-03T15:25:09
Plastförpackningar,16,2023-07-05T13:23:10
Pappersförpackningar,5,2023-07-07T12:42:44
Pappersförpackningar,5,2023-07-10T11:17:21
Tidningar,13,2023-07-11T10:02:35
Plastförpackningar,16,2023-07-12T13:29:05
Pappersförpackningar,5,2023-07-14T08:40:29
Pappersförpackningar,5,2023-07-17T15:20:26
Pappersförpackningar,5,2023-07-21T11:01:25
