material,materialid,maintenance
Städning,0,2022-10-31T06:53:55
Metallförpackningar,3,2022-09-13T11:15:39
Pappersförpackningar,5,2022-10-28T18:15:36
Tidningar,13,2022-10-09T20:48:12
Plastförpackningar,16,2022-10-27T11:35:41
Ofärgade glasförpackningar,18,2022-10-24T11:20:19
Färgade glasförpackningar,19,2022-10-24T11:20:19
Plastförpackningar,16,2022-11-03T12:42:13
Pappersförpackningar,5,2022-11-04T15:54:40
Städning,0,2022-11-07T10:00:02
Pappersförpackningar,5,2022-11-07T16:21:21
Plastförpackningar,16,2022-11-10T09:33:43
Pappersförpackningar,5,2022-11-11T11:10:20
Städning,0,2022-11-14T06:09:33
Pappersförpackningar,5,2022-11-14T17:30:31
Plastförpackningar,16,2022-11-17T12:20:27
Pappersförpackningar,5,2022-11-18T16:22:54
Städning,0,2022-11-21T06:02:07
Pappersförpackningar,5,2022-11-21T18:40:41
Ofärgade glasförpackningar,18,2022-11-21T12:50:15
Färgade glasförpackningar,19,2022-11-21T12:50:15
Tidningar,13,2022-11-23T15:20:01
Plastförpackningar,16,2022-11-24T12:42:11
Pappersförpackningar,5,2022-11-25T15:35:49
Städning,0,2022-11-28T07:01:45
Pappersförpackningar,5,2022-11-28T09:52:23
Städning,0,2022-12-12T07:03:34
Pappersförpackningar,5,2022-12-12T09:21:13
Plastförpackningar,16,2022-12-08T13:33:30
Städning,0,2023-01-02T06:58:23
Metallförpackningar,3,2023-01-03T13:50:20
Pappersförpackningar,5,2023-01-02T15:59:38
Tidningar,13,2022-12-29T08:14:32
Plastförpackningar,16,2022-12-29T09:52:14
Ofärgade glasförpackningar,18,2022-12-19T13:19:57
Färgade glasförpackningar,19,2022-12-19T13:19:57
Städning,0,2023-01-09T06:29:26
Pappersförpackningar,5,2023-01-13T20:57:43
Plastförpackningar,16,2023-01-12T11:35:36
Städning,0,2023-01-16T06:02:38
Pappersförpackningar,5,2023-01-16T11:51:10
Ofärgade glasförpackningar,18,2023-01-16T11:25:53
Färgade glasförpackningar,19,2023-01-16T11:25:53
Plastförpackningar,16,2023-01-19T15:00:54
Pappersförpackningar,5,2023-01-20T20:31:26
Städning,0,2023-01-23T07:12:41
Pappersförpackningar,5,2023-01-23T09:19:37
Plastförpackningar,16,2023-01-26T17:48:23
Pappersförpackningar,5,2023-01-27T14:05:07
Städning,0,2023-01-30T06:46:29
Pappersförpackningar,5,2023-01-30T12:59:38
Plastförpackningar,16,2023-02-02T12:58:54
Pappersförpackningar,5,2023-02-03T10:44:51
Städning,0,2023-02-06T07:59:57
Pappersförpackningar,5,2023-02-06T08:29:01
Pappersförpackningar,5,2023-02-10T20:17:39
Städning,0,2023-02-13T07:19:25
Pappersförpackningar,5,2023-02-13T13:10:55
Ofärgade glasförpackningar,18,2023-02-13T13:15:28
Färgade glasförpackningar,19,2023-02-13T13:15:28
Plastförpackningar,16,2023-02-16T09:39:27
Pappersförpackningar,5,2023-02-17T17:08:10
Städning,0,2023-02-20T07:20:03
Pappersförpackningar,5,2023-02-20T08:15:07
Tidningar,13,2023-02-21T08:17:08
Plastförpackningar,16,2023-02-23T17:29:58
Pappersförpackningar,5,2023-02-24T11:08:15
Städning,0,2023-02-27T07:08:33
Pappersförpackningar,5,2023-02-27T12:32:24
Plastförpackningar,16,2023-03-02T16:17:23
Pappersförpackningar,5,2023-03-03T06:39:04
Städning,0,2023-03-06T07:05:47
Pappersförpackningar,5,2023-03-06T08:39:31
Plastförpackningar,16,2023-03-09T17:12:33
Pappersförpackningar,5,2023-03-10T16:06:47
Städning,0,2023-03-13T07:08:28
Pappersförpackningar,5,2023-03-13T11:16:00
Ofärgade glasförpackningar,18,2023-03-13T12:18:09
Färgade glasförpackningar,19,2023-03-13T12:18:09
Plastförpackningar,16,2023-03-16T09:08:28
Pappersförpackningar,5,2023-03-17T11:39:38
