material,materialid,maintenance
Städning,0,2022-10-31T12:16:46
Metallförpackningar,3,2022-10-20T10:29:51
Pappersförpackningar,5,2022-10-31T10:09:29
Tidningar,13,2022-11-01T07:22:11
Plastförpackningar,16,2022-10-31T07:08:17
Ofärgade glasförpackningar,18,2022-10-25T11:44:09
Färgade glasförpackningar,19,2022-10-25T11:44:09
Städning,0,2022-11-02T09:11:08
Pappersförpackningar,5,2022-11-02T08:45:01
Ofärgade glasförpackningar,18,2022-11-03T08:04:24
Färgade glasförpackningar,19,2022-11-03T08:04:24
Städning,0,2022-11-04T09:50:31
Pappersförpackningar,5,2022-11-05T08:31:51
Städning,0,2022-11-07T11:24:01
Pappersförpackningar,5,2022-11-07T12:13:26
Plastförpackningar,16,2022-11-07T07:11:02
Städning,0,2022-11-09T10:14:46
Pappersförpackningar,5,2022-11-09T08:31:22
Ofärgade glasförpackningar,18,2022-11-10T08:14:54
Färgade glasförpackningar,19,2022-11-10T08:14:54
Städning,0,2022-11-11T09:08:43
Pappersförpackningar,5,2022-11-12T10:26:11
Städning,0,2022-11-14T15:08:05
Pappersförpackningar,5,2022-11-14T10:25:01
Plastförpackningar,16,2022-11-14T07:05:23
Städning,0,2022-11-16T09:58:48
Pappersförpackningar,5,2022-11-16T08:29:54
Ofärgade glasförpackningar,18,2022-11-16T07:13:02
Färgade glasförpackningar,19,2022-11-16T07:13:02
Metallförpackningar,3,2022-11-17T10:31:47
Städning,0,2022-11-18T08:49:34
Pappersförpackningar,5,2022-11-19T08:38:25
Städning,0,2022-11-21T11:21:52
Pappersförpackningar,5,2022-11-21T10:17:40
Plastförpackningar,16,2022-11-21T07:45:56
Städning,0,2022-11-23T09:37:21
Pappersförpackningar,5,2022-11-23T07:39:18
Ofärgade glasförpackningar,18,2022-11-24T06:12:21
Färgade glasförpackningar,19,2022-11-24T06:12:21
Städning,0,2022-11-25T09:49:08
Pappersförpackningar,5,2022-11-26T08:36:32
Städning,0,2022-11-28T12:15:04
Pappersförpackningar,5,2022-11-28T10:10:48
Plastförpackningar,16,2022-11-28T07:17:49
Städning,0,2022-12-12T11:08:14
Pappersförpackningar,5,2022-12-12T10:15:31
Plastförpackningar,16,2022-12-12T07:11:57
Ofärgade glasförpackningar,18,2022-12-09T07:42:29
Färgade glasförpackningar,19,2022-12-09T07:42:29
Städning,0,2023-01-02T11:33:16
Metallförpackningar,3,2022-12-15T11:34:55
Pappersförpackningar,5,2023-01-02T10:24:51
Plastförpackningar,16,2023-01-02T07:21:40
Ofärgade glasförpackningar,18,2023-01-03T13:51:54
Färgade glasförpackningar,19,2022-12-30T14:19:47
Städning,0,2023-01-13T10:23:46
Metallförpackningar,3,2023-01-12T10:09:22
Pappersförpackningar,5,2023-01-14T08:48:09
Plastförpackningar,16,2023-01-09T12:40:04
Ofärgade glasförpackningar,18,2023-01-10T11:56:44
Färgade glasförpackningar,19,2023-01-10T11:56:44
Städning,0,2023-01-16T12:34:08
Pappersförpackningar,5,2023-01-16T10:22:48
Plastförpackningar,16,2023-01-16T13:27:16
Ofärgade glasförpackningar,18,2023-01-17T11:26:15
Färgade glasförpackningar,19,2023-01-17T11:26:15
Städning,0,2023-01-18T09:35:26
Pappersförpackningar,5,2023-01-18T07:09:55
Städning,0,2023-01-20T08:37:28
Pappersförpackningar,5,2023-01-21T07:54:24
Städning,0,2023-01-23T10:59:02
Pappersförpackningar,5,2023-01-23T10:33:41
Plastförpackningar,16,2023-01-23T10:19:04
Städning,0,2023-01-25T10:31:34
Pappersförpackningar,5,2023-01-25T08:30:42
Ofärgade glasförpackningar,18,2023-01-26T06:31:59
Färgade glasförpackningar,19,2023-01-26T06:31:59
Städning,0,2023-01-27T11:14:43
Pappersförpackningar,5,2023-01-28T08:44:14
Städning,0,2023-01-30T11:33:09
Pappersförpackningar,5,2023-01-30T10:20:23
Plastförpackningar,16,2023-01-30T10:41:36
Ofärgade glasförpackningar,18,2023-01-30T08:36:04
Färgade glasförpackningar,19,2023-01-30T08:36:04
Städning,0,2023-02-01T09:57:18
Pappersförpackningar,5,2023-02-01T08:29:48
Städning,0,2023-02-03T09:17:03
Pappersförpackningar,5,2023-02-04T06:39:29
Städning,0,2023-02-06T11:42:32
Pappersförpackningar,5,2023-02-06T10:29:58
Plastförpackningar,16,2023-02-06T10:21:17
Ofärgade glasförpackningar,18,2023-02-06T06:07:45
Färgade glasförpackningar,19,2023-02-06T06:07:45
Städning,0,2023-02-08T11:23:20
Pappersförpackningar,5,2023-02-08T08:32:46
Städning,0,2023-02-10T10:23:46
Metallförpackningar,3,2023-02-09T10:35:55
Pappersförpackningar,5,2023-02-11T08:35:52
Pappersförpackningar,5,2023-02-13T10:13:45
Plastförpackningar,16,2023-02-13T09:57:08
Ofärgade glasförpackningar,18,2023-02-13T12:15:23
Färgade glasförpackningar,19,2023-02-13T12:15:23
Städning,0,2023-02-13T10:56:17
Städning,0,2023-02-15T08:24:48
Pappersförpackningar,5,2023-02-15T08:39:06
Städning,0,2023-02-17T09:47:25
Pappersförpackningar,5,2023-02-18T07:51:38
Städning,0,2023-02-20T13:18:32
Pappersförpackningar,5,2023-02-20T10:39:38
Plastförpackningar,16,2023-02-20T12:43:25
Ofärgade glasförpackningar,18,2023-02-21T06:58:06
Färgade glasförpackningar,19,2023-02-21T06:58:06
Städning,0,2023-02-22T08:21:15
Pappersförpackningar,5,2023-02-22T08:28:23
Städning,0,2023-02-24T08:30:35
Pappersförpackningar,5,2023-02-25T08:36:23
Städning,0,2023-02-27T11:36:54
Pappersförpackningar,5,2023-02-27T10:28:40
Plastförpackningar,16,2023-02-27T10:22:14
Städning,0,2023-03-01T11:27:37
Pappersförpackningar,5,2023-03-01T08:00:51
Städning,0,2023-03-03T10:30:19
Ofärgade glasförpackningar,18,2023-03-03T09:48:35
