material,materialid,maintenance
Metallförpackningar,3,2022-10-31T13:07:05
Pappersförpackningar,5,2022-11-01T12:26:12
Tidningar,13,2022-10-18T11:36:29
Plastförpackningar,16,2022-10-31T11:48:42
Ofärgade glasförpackningar,18,2022-10-25T09:13:42
Färgade glasförpackningar,19,2022-10-25T09:13:42
Pappersförpackningar,5,2022-11-04T07:04:33
Plastförpackningar,16,2022-11-07T14:03:32
Pappersförpackningar,5,2022-11-08T08:03:31
Pappersförpackningar,5,2022-11-11T12:32:34
Plastförpackningar,16,2022-11-14T12:46:57
Pappersförpackningar,5,2022-11-15T08:06:45
Pappersförpackningar,5,2022-11-18T13:10:03
Plastförpackningar,16,2022-11-21T15:13:42
Pappersförpackningar,5,2022-11-22T13:44:08
Ofärgade glasförpackningar,18,2022-11-23T12:15:33
Färgade glasförpackningar,19,2022-11-23T12:15:33
Pappersförpackningar,5,2022-11-25T11:47:47
Plastförpackningar,16,2022-11-28T10:35:47
Pappersförpackningar,5,2022-11-29T14:14:06
Tidningar,13,2022-11-29T19:40:11
Pappersförpackningar,5,2022-12-13T11:06:00
Tidningar,13,2022-12-13T10:22:45
Plastförpackningar,16,2022-12-12T13:08:40
Ofärgade glasförpackningar,18,2022-12-06T12:05:43
Färgade glasförpackningar,19,2022-12-06T12:05:43
Metallförpackningar,3,2022-12-15T11:38:32
Pappersförpackningar,5,2023-01-03T08:28:32
Tidningar,13,2022-12-27T10:40:42
Plastförpackningar,16,2023-01-02T11:19:59
Ofärgade glasförpackningar,18,2023-01-03T08:38:23
Färgade glasförpackningar,19,2023-01-03T08:38:23
Pappersförpackningar,5,2023-01-13T12:28:17
Plastförpackningar,16,2023-01-09T11:18:28
Plastförpackningar,16,2023-01-16T19:59:24
Pappersförpackningar,5,2023-01-17T13:29:10
Ofärgade glasförpackningar,18,2023-01-17T10:53:37
Färgade glasförpackningar,19,2023-01-17T10:53:37
Pappersförpackningar,5,2023-01-20T12:07:42
Plastförpackningar,16,2023-01-23T15:01:53
Pappersförpackningar,5,2023-01-24T11:04:32
Metallförpackningar,3,2023-01-26T13:21:09
Pappersförpackningar,5,2023-01-27T12:36:16
Plastförpackningar,16,2023-01-30T16:01:00
Pappersförpackningar,5,2023-01-31T08:21:14
Ofärgade glasförpackningar,18,2023-01-31T10:20:29
Färgade glasförpackningar,19,2023-01-31T10:20:29
Pappersförpackningar,5,2023-02-03T12:07:26
Plastförpackningar,16,2023-02-06T11:46:40
Pappersförpackningar,5,2023-02-07T12:33:31
Pappersförpackningar,5,2023-02-10T12:32:41
Plastförpackningar,16,2023-02-13T12:09:37
Pappersförpackningar,5,2023-02-14T08:14:10
Ofärgade glasförpackningar,18,2023-02-14T11:04:08
Färgade glasförpackningar,19,2023-02-14T11:04:08
Pappersförpackningar,5,2023-02-17T11:57:46
Plastförpackningar,16,2023-02-20T10:31:23
Pappersförpackningar,5,2023-02-21T14:43:35
Pappersförpackningar,5,2023-02-27T06:12:55
Plastförpackningar,16,2023-02-28T07:32:31
Pappersförpackningar,5,2023-03-06T07:36:29
Plastförpackningar,16,2023-03-07T08:57:40
Metallförpackningar,3,2023-03-11T10:34:45
Pappersförpackningar,5,2023-03-13T07:27:44
Plastförpackningar,16,2023-03-14T14:54:30
Ofärgade glasförpackningar,18,2023-03-14T08:51:24
Färgade glasförpackningar,19,2023-03-14T08:51:24
