material,materialid,maintenance
Städning,0,2022-11-01T11:56:29
Metallförpackningar,3,2022-07-28T09:30:04
Pappersförpackningar,5,2022-10-31T10:46:33
Tidningar,13,2022-09-01T14:18:14
Plastförpackningar,16,2022-10-26T10:43:13
Ofärgade glasförpackningar,18,2022-08-02T14:17:34
Färgade glasförpackningar,19,2022-08-02T14:17:34
Plastförpackningar,16,2022-11-02T10:35:37
Pappersförpackningar,5,2022-11-04T08:33:42
Pappersförpackningar,5,2022-11-07T11:17:04
Plastförpackningar,16,2022-11-09T10:34:59
Pappersförpackningar,5,2022-11-11T08:50:41
Pappersförpackningar,5,2022-11-14T11:33:38
Städning,0,2022-11-15T13:07:49
Ofärgade glasförpackningar,18,2022-10-10T12:30:18
Färgade glasförpackningar,19,2022-10-10T12:30:18
Plastförpackningar,16,2022-11-16T10:39:37
Metallförpackningar,3,2022-11-17T07:51:53
Pappersförpackningar,5,2022-11-18T08:45:54
Pappersförpackningar,5,2022-11-21T11:28:19
Plastförpackningar,16,2022-11-23T11:26:08
Pappersförpackningar,5,2022-11-25T08:45:33
Pappersförpackningar,5,2022-11-28T11:29:00
Städning,0,2022-11-29T11:23:56
Pappersförpackningar,5,2022-12-12T11:25:20
Plastförpackningar,16,2022-12-07T10:54:40
Städning,0,2022-12-27T12:30:09
Pappersförpackningar,5,2023-01-02T13:07:30
Plastförpackningar,16,2022-12-28T11:02:25
Städning,0,2023-01-10T10:43:58
Pappersförpackningar,5,2023-01-13T08:50:22
Plastförpackningar,16,2023-01-11T11:09:37
Pappersförpackningar,5,2023-01-16T11:55:33
Plastförpackningar,16,2023-01-18T11:00:43
Pappersförpackningar,5,2023-01-20T08:45:12
Pappersförpackningar,5,2023-01-23T11:36:26
Städning,0,2023-01-24T11:03:47
Plastförpackningar,16,2023-01-25T10:32:17
Pappersförpackningar,5,2023-01-27T08:46:08
Pappersförpackningar,5,2023-01-30T11:38:50
Plastförpackningar,16,2023-02-01T10:42:20
Pappersförpackningar,5,2023-02-03T08:40:56
Pappersförpackningar,5,2023-02-06T11:16:16
Städning,0,2023-02-07T10:47:35
Plastförpackningar,16,2023-02-08T10:57:27
Pappersförpackningar,5,2023-02-10T08:40:29
Pappersförpackningar,5,2023-02-13T11:08:01
Plastförpackningar,16,2023-02-15T10:49:13
Pappersförpackningar,5,2023-02-17T08:42:09
Pappersförpackningar,5,2023-02-20T12:06:58
Städning,0,2023-02-21T09:52:30
Plastförpackningar,16,2023-02-22T10:41:27
Pappersförpackningar,5,2023-02-24T08:54:27
Pappersförpackningar,5,2023-02-27T11:03:57
Plastförpackningar,16,2023-03-01T11:15:34
Tidningar,13,2023-03-02T16:57:17
Pappersförpackningar,5,2023-03-03T09:14:53
Pappersförpackningar,5,2023-03-06T10:56:26
Städning,0,2023-03-07T11:22:41
Plastförpackningar,16,2023-03-08T10:33:05
Metallförpackningar,3,2023-03-09T09:14:37
Pappersförpackningar,5,2023-03-10T08:46:47
Pappersförpackningar,5,2023-03-13T11:08:58
Plastförpackningar,16,2023-03-15T10:50:48
