material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:54:01,
Metallförpackningar,3,2023-12-05T11:33:03,
Pappersförpackningar,5,2023-12-29T08:01:53,
Tidningar,13,2022-12-28T15:01:49,
Plastförpackningar,16,2023-12-28T08:46:15,
Ofärgade glasförpackningar,18,2023-12-21T07:01:36,
Färgade glasförpackningar,19,2023-12-21T07:01:36,
