material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-18T11:35:24,2023-12-27T00:00:00
Metallförpackningar,3,2023-12-08T11:17:04,
Pappersförpackningar,5,2023-12-20T07:32:14,2023-12-23T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-20T07:32:14,2023-12-27T00:00:00
Ofärgade glasförpackningar,18,2023-12-13T11:17:12,
Färgade glasförpackningar,19,2023-12-13T11:17:12,
