material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T12:32:33,
Metallförpackningar,3,2023-12-30T10:27:22,
Pappersförpackningar,5,2023-12-31T09:02:47,2024-06-21T00:00:00
Tidningar,13,2023-12-05T12:04:09,
Plastförpackningar,16,2023-12-30T12:24:15,
Ofärgade glasförpackningar,18,2023-12-20T11:14:02,
Färgade glasförpackningar,19,2023-12-20T11:14:02,
