material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-21T10:36:20,
Pappersförpackningar,5,2023-12-24T06:20:09,2023-12-26T00:00:00
Tidningar,13,2022-12-27T16:05:14,
Plastförpackningar,16,2023-12-22T08:34:57,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-12T12:05:17,
Färgade glasförpackningar,19,2023-12-12T12:05:17,
