material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-19T03:23:05,2023-12-26T00:00:00
Metallförpackningar,3,2023-12-14T09:18:13,
Pappersförpackningar,5,2023-12-21T11:38:24,2023-12-23T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-20T13:52:28,2023-12-25T00:00:00
Ofärgade glasförpackningar,18,2023-12-20T13:52:28,
Färgade glasförpackningar,19,2023-12-20T13:52:28,
