material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T09:48:22,
Metallförpackningar,3,2023-11-29T09:44:02,
Pappersförpackningar,5,2023-12-29T12:30:14,
Tidningar,13,2022-07-28T16:39:25,
Plastförpackningar,16,2023-12-29T12:30:14,
Ofärgade glasförpackningar,18,2023-10-25T11:05:49,
Färgade glasförpackningar,19,2023-10-25T11:05:49,
