material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-14T11:05:18,
Pappersförpackningar,5,2023-12-19T15:26:04,2023-12-26T00:00:00
Tidningar,13,2023-12-11T11:18:49,
Plastförpackningar,16,2023-12-19T10:12:51,
Ofärgade glasförpackningar,18,2022-09-27T10:58:38,
Färgade glasförpackningar,19,2022-09-27T10:58:38,
