material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-21T09:56:20,
Pappersförpackningar,5,2023-12-29T07:15:39,
Tidningar,13,2022-11-02T10:09:18,
Plastförpackningar,16,2023-12-28T09:38:27,
Ofärgade glasförpackningar,18,2023-12-05T09:26:26,
Färgade glasförpackningar,19,2023-12-05T09:26:26,
