material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T08:50:42,2023-12-26T00:00:00
Metallförpackningar,3,2023-10-04T12:33:07,2023-12-27T00:00:00
Pappersförpackningar,5,2023-12-25T15:33:42,2023-12-26T00:00:00
Tidningar,13,2022-12-08T07:34:24,
Plastförpackningar,16,2023-12-21T15:26:37,2023-12-27T00:00:00
Ofärgade glasförpackningar,18,2023-11-09T16:01:15,
Färgade glasförpackningar,19,2023-11-09T16:01:15,
