material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:21:48,
Metallförpackningar,3,2023-12-22T11:41:49,
Pappersförpackningar,5,2023-12-28T08:25:05,
Tidningar,13,2023-12-18T15:08:58,
Plastförpackningar,16,2023-12-28T08:25:05,
Ofärgade glasförpackningar,18,2023-12-18T15:08:58,
Färgade glasförpackningar,19,2023-12-18T15:08:58,
