material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T13:01:25,2023-12-29T00:00:00
Metallförpackningar,3,2023-11-21T14:14:55,
Pappersförpackningar,5,2023-12-13T07:55:51,2023-12-27T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-14T08:25:57,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-08-08T15:56:57,
Färgade glasförpackningar,19,2023-08-08T15:56:57,
