material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T15:04:00,
Metallförpackningar,3,2023-11-08T08:41:16,
Pappersförpackningar,5,2023-12-25T11:51:56,
Tidningar,13,2022-05-19T11:40:12,
Plastförpackningar,16,2023-12-21T15:04:50,
Ofärgade glasförpackningar,18,2023-12-18T09:25:06,
Färgade glasförpackningar,19,2023-12-18T09:25:06,
