material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-26T09:50:29,
Pappersförpackningar,5,2023-12-28T07:31:28,
Tidningar,13,2023-12-26T15:07:33,
Plastförpackningar,16,2023-12-20T07:47:00,
Ofärgade glasförpackningar,18,2023-11-29T13:31:07,
Färgade glasförpackningar,19,2023-11-29T13:31:07,
