material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T13:37:17,
Metallförpackningar,3,2023-11-15T13:51:06,
Pappersförpackningar,5,2023-12-30T11:44:50,2024-06-11T00:00:00
Tidningar,13,2023-07-31T10:50:19,
Plastförpackningar,16,2023-12-29T10:52:48,2024-06-13T00:00:00
Ofärgade glasförpackningar,18,2023-12-20T17:33:05,
Färgade glasförpackningar,19,2023-12-20T17:33:05,
