material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T05:42:11,
Metallförpackningar,3,2023-12-10T10:22:44,
Pappersförpackningar,5,2023-12-29T08:34:16,2024-05-17T00:00:00
Tidningar,13,2022-01-14T07:27:31,
Plastförpackningar,16,2023-12-29T07:41:39,
Ofärgade glasförpackningar,18,2023-11-15T08:21:43,
Färgade glasförpackningar,19,2023-11-15T08:21:43,
