material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-09-27T09:59:29,
Metallförpackningar,3,2023-12-20T10:36:54,
Pappersförpackningar,5,2023-12-29T10:10:03,
Tidningar,13,,
Plastförpackningar,16,2023-12-21T09:13:58,2024-04-04T00:00:00
Ofärgade glasförpackningar,18,,
Färgade glasförpackningar,19,,
