material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T08:46:40,
Metallförpackningar,3,2023-12-18T13:34:45,
Pappersförpackningar,5,2023-12-31T16:35:47,
Tidningar,13,2023-12-29T09:45:20,
Plastförpackningar,16,2023-12-31T12:35:31,
Ofärgade glasförpackningar,18,2023-12-29T08:17:45,
Färgade glasförpackningar,19,2023-12-29T08:17:45,
