material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T08:33:39,
Metallförpackningar,3,2023-12-30T14:54:44,
Pappersförpackningar,5,2023-12-30T14:54:44,2024-06-20T00:00:00
Tidningar,13,2023-12-07T08:11:25,
Plastförpackningar,16,2023-12-30T14:54:44,2024-06-23T00:00:00
Ofärgade glasförpackningar,18,2023-12-28T15:08:15,
Färgade glasförpackningar,19,2023-12-28T15:08:15,
