material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T08:35:51,
Metallförpackningar,3,2023-12-19T13:06:33,
Pappersförpackningar,5,2023-12-29T12:18:53,
Tidningar,13,,
Plastförpackningar,16,2023-12-30T13:37:49,
Ofärgade glasförpackningar,18,2023-11-30T15:07:43,
Färgade glasförpackningar,19,2023-11-30T15:07:43,
