material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T11:49:42,
Metallförpackningar,3,2023-12-26T11:08:48,
Pappersförpackningar,5,2023-12-31T08:08:04,
Tidningar,13,2023-12-27T12:25:35,
Plastförpackningar,16,2023-12-27T16:13:31,
Ofärgade glasförpackningar,18,2023-02-28T09:30:58,
Färgade glasförpackningar,19,2023-02-28T09:30:58,
