material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T07:12:42,2023-12-31T00:00:00
Metallförpackningar,3,2023-12-10T17:20:32,
Pappersförpackningar,5,2023-12-30T11:59:30,2023-12-31T00:00:00
Tidningar,13,2023-11-23T12:32:45,
Plastförpackningar,16,2023-12-30T10:18:11,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-12-23T11:37:12,
Färgade glasförpackningar,19,2023-12-23T11:37:12,
