material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T09:54:02,
Metallförpackningar,3,2023-12-13T11:27:21,
Pappersförpackningar,5,2023-12-29T11:46:23,
Tidningar,13,2023-12-14T10:05:53,
Plastförpackningar,16,2023-12-28T08:44:11,
Ofärgade glasförpackningar,18,2023-12-20T14:55:30,
Färgade glasförpackningar,19,2023-12-20T14:55:30,
