material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T13:02:34,
Metallförpackningar,3,2023-12-28T07:08:36,
Pappersförpackningar,5,2023-12-31T06:38:03,2024-05-30T00:00:00
Tidningar,13,2023-12-28T09:12:24,
Plastförpackningar,16,2023-12-31T08:41:10,
Ofärgade glasförpackningar,18,2023-12-30T11:12:29,
Färgade glasförpackningar,19,2023-12-30T11:12:29,
