material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T11:58:22,
Metallförpackningar,3,2023-12-26T18:33:32,
Pappersförpackningar,5,2023-12-29T09:51:53,2023-12-30T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-28T13:05:06,2023-12-30T00:00:00
Ofärgade glasförpackningar,18,2023-12-14T10:29:26,
Färgade glasförpackningar,19,2023-12-14T10:29:26,
