material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T13:14:31,
Metallförpackningar,3,2023-12-13T20:00:13,
Pappersförpackningar,5,2023-12-31T11:31:29,
Tidningar,13,2023-12-28T09:43:40,
Plastförpackningar,16,2023-12-31T10:37:18,
Ofärgade glasförpackningar,18,2023-12-29T11:11:23,
Färgade glasförpackningar,19,2023-12-29T11:11:23,
