material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T09:15:02,
Metallförpackningar,3,2023-12-21T10:16:48,
Pappersförpackningar,5,2023-12-27T08:16:52,2024-06-01T00:00:00
Tidningar,13,2023-07-19T12:07:17,
Plastförpackningar,16,2023-12-28T09:05:56,
Ofärgade glasförpackningar,18,2023-12-22T07:45:50,
Färgade glasförpackningar,19,2023-12-22T07:45:50,
