material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2022-08-10T14:46:16,
Pappersförpackningar,5,2023-08-07T12:09:59,
Tidningar,13,2022-08-12T15:51:48,
Plastförpackningar,16,2023-08-07T12:09:59,
Ofärgade glasförpackningar,18,2022-10-03T07:40:56,
Färgade glasförpackningar,19,2022-10-03T07:40:56,
