material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-11-02T09:24:49,2023-11-09T00:00:00
Metallförpackningar,3,2023-10-12T12:46:02,2023-11-29T00:00:00
Pappersförpackningar,5,2023-11-07T06:43:05,2023-11-10T00:00:00
Tidningar,13,2023-09-19T14:42:58,
Plastförpackningar,16,2023-11-07T06:43:05,2023-11-14T00:00:00
Ofärgade glasförpackningar,18,2023-11-08T16:52:30,
Färgade glasförpackningar,19,2023-11-08T16:52:30,
