material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T05:57:53,2023-12-30T00:00:00
Metallförpackningar,3,2023-11-14T11:00:52,
Pappersförpackningar,5,2023-12-27T07:55:29,2023-12-29T00:00:00
Tidningar,13,2023-11-23T13:41:01,
Plastförpackningar,16,2023-12-22T07:23:35,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-12-26T14:40:38,
Färgade glasförpackningar,19,2023-12-26T14:40:38,
