material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:47:20,
Metallförpackningar,3,2023-12-29T08:12:45,
Pappersförpackningar,5,2023-12-31T11:14:44,
Tidningar,13,2023-12-26T07:25:16,
Plastförpackningar,16,2024-01-05T06:33:18,
Ofärgade glasförpackningar,18,2023-12-25T10:30:02,
Färgade glasförpackningar,19,2023-12-25T10:30:02,
